State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1
Gujarat,13,15,2001,NA,1,3,1,mistry madhusudan devram,M,INC,265209,GEN,561994,1157492,SABARKANTHA,GEN,NA,8,48.55,47.19,no,20809,3.7,2.44,GEGJ82164,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,3.6999999999999957,0,0
Gujarat,13,15,2001,NA,1,3,2,upendra trivedi,M,BJP,244400,NA,561994,1157492,SABARKANTHA,GEN,NA,8,48.55,43.49,no,217311,38.67,2.44,AEGJ4471,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,13,14,2001,NA,1,3,1,rammurti singh verma,M,SP,152971,NA,491993,1140302,SHAHJAHANPUR,GEN,NA,17,43.15,31.09,no,23961,4.87,4,GEUP60549,State-based Party,7425,TRUE,2,INC,3482,SHAHJAHANPUR,TRUE,FALSE,2,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,4.870000000000001,0,0
Uttar_Pradesh,13,14,2001,NA,1,3,2,kanta prasad,F,INC,129010,NA,491993,1140302,SHAHJAHANPUR,GEN,NA,17,43.15,26.22,no,30851,6.27,4,GEUP83312,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Tamil_Nadu,13,27,2001,NA,1,3,1,elumalai +aea- dalit ezhimalai r.,M,AIDMK,343874,NA,710747,1224893,THIRUCHIRAPALLI,GEN,NA,11,58.03,48.38,no,17413,2.45,2.27,GETN270604,State-based Party,930,TRUE,5,PMK,11891,CHIDAMBARAM,FALSE,FALSE,2,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,2.450000000000003,0,0
Tamil_Nadu,13,27,2001,NA,1,3,2,sukumar m. n.,M,BJP,326461,NA,710747,1224893,THIRUCHIRAPALLI,GEN,NA,11,58.03,45.93,no,310044,43.62,2.27,GETN83022,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Rajasthan,13,13,2001,NA,1,3,1,kailash meghwal,M,BJP,287818,SC,543966,1150178,TONK(SC),SC,NA,4,47.29,52.91,no,61902,11.38,2.22,GERJ32788,National Party,1605,TRUE,3,BJP,1605,JALORE,FALSE,TRUE,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,11.379999999999995,0,0
Rajasthan,13,13,2001,NA,1,3,2,banwari lal bairwa,M,INC,225916,NA,543966,1150178,TONK(SC),SC,NA,4,47.29,41.53,no,207135,38.08,2.22,GERJ23802,National Party,3482,TRUE,6,INC,3482,TONK,FALSE,TRUE,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,13,27,2002,NA,1,3,1,tribhuvan dutt,M,BSP,250405,NA,495582,1277398,AKBARPUR,SC,NA,6,38.8,50.53,no,31603,6.38,2.22,GEUP83328,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,6.380000000000003,0,0
Uttar_Pradesh,13,27,2002,NA,1,3,2,mannu lal majhi,M,SP,218802,NA,495582,1277398,AKBARPUR,SC,NA,6,38.8,44.15,no,202691,40.9,2.22,GEUP83329,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Andhra_Pradesh,13,9,2002,NA,1,3,1,ganti vijayakumari,F,TDP,341923,NA,376457,997557,AMALAPURAM,SC,NA,3,37.74,90.83,no,313660,83.32,1.19,GEAP81772,State-based Party,8300,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,83.32,0,0
Andhra_Pradesh,13,9,2002,NA,1,3,2,j.b.raju,M,BSP,28263,NA,376457,997557,AMALAPURAM,SC,NA,3,37.74,7.51,yes,21992,5.84,1.19,GEAP81773,State-based Party (Other State),16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Bihar,13,27,2002,NA,1,3,1,shibu soren,M,JMM,256360,ST,563660,1000925,DUMKA(ST),ST,NA,13,56.31,45.48,no,92825,16.47,3.23,GEBR26342,State-based Party,4653,TRUE,7,JMM,4653,DUMKA,FALSE,TRUE,5,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,16.469999999999995,1,1
Bihar,13,27,2002,NA,1,3,2,ramesh hembram,M,BJP,163535,NA,563660,1000925,DUMKA(ST),ST,NA,13,56.31,29.01,no,90004,15.97,3.23,GEJH82444,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Bihar,13,28,2002,NA,1,3,1,pradeep yadav,M,BJP,235939,GEN,719560,1186274,GODDA,GEN,NA,19,60.66,32.79,no,93262,12.96,5.26,GEBH104270,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,12.96,0,1
Bihar,13,28,2002,NA,1,3,2,furkan ansari,M,INC,142677,NA,719560,1186274,GODDA,GEN,NA,19,60.66,19.83,no,12592,1.75,5.26,GEBR52084,National Party,3482,TRUE,3,INC,3482,GODDA,TRUE,TRUE,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Madhya_Pradesh,13,4,2002,NA,1,3,1,jyotiraditya madhavrao scindia,M,INC,535728,GEN,721222,1287191,GUNA,GEN,NA,9,56.03,74.28,no,406568,56.37,1.72,GEMP84107,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,56.370000000000005,1,1
Madhya_Pradesh,13,4,2002,NA,1,3,2,rao deshraj singh yadav,M,BJP,129160,NA,721222,1287191,GUNA,GEN,NA,9,56.03,17.91,no,94861,13.15,1.72,AEMP15387,National Party,1605,TRUE,2,BJP,1605,GUNA,TRUE,TRUE,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Jammu_&_Kashmir,13,6,2002,NA,1,3,1,chowdhary talib hussain,M,JKN,253891,NA,728235,1580191,JAMMU,GEN,NA,16,46.09,34.86,no,55489,7.62,3.85,GEJK82358,State-based Party,11089,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,7.620000000000001,0,1
Jammu_&_Kashmir,13,6,2002,NA,1,3,2,dr.nirmal kumar singh,M,BJP,198402,NA,728235,1580191,JAMMU,GEN,NA,16,46.09,27.24,no,12278,1.69,3.85,GEJK82359,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Assam,13,11,2002,NA,1,3,1,dip gogoi,M,INC,300613,GEN,587425,1128417,KALIABOR,GEN,NA,5,52.06,51.17,no,168133,28.62,2.86,GEAS81858,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,28.62,1,0
Assam,13,11,2002,NA,1,3,2,thagi gogoi,M,BJP,132480,NA,587425,1128417,KALIABOR,GEN,NA,5,52.06,22.55,no,39390,6.71,2.86,GEAS81859,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Karnataka,13,11,2002,NA,1,3,1,h.d.devegowda,M,JD(S),581709,GEN,1405680,2500086,KANAKAPURA,GEN,NA,14,56.23,41.38,no,52576,3.74,2.94,AEKA107680,State-based Party,10979,TRUE,4,JD(S),10979,HASSAN,FALSE,TRUE,3,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,3.740000000000002,0,1
Karnataka,13,11,2002,NA,1,3,2,d.k.shivakumar,M,INC,529133,NA,1405680,2500086,KANAKAPURA,GEN,NA,14,56.23,37.64,no,300999,21.41,2.94,AEKA3038,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Gujarat,13,12,2002,NA,1,3,1,thakor punjaji sadaji,M,BJP,485558,NA,870546,1253417,MEHSANA,GEN,NA,2,69.45,55.78,no,100570,11.55,1.96,AEGJ4368,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,11.560000000000002,0,0
Gujarat,13,12,2002,NA,1,3,2,patel maneklal madhavlal,M,INC,384988,NA,870546,1253417,MEHSANA,GEN,NA,2,69.45,44.22,no,0,0,1.96,AEGJ5891,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,13,54,2002,NA,1,3,1,ram rati bind,M,SP,195329,GEN,740473,1377858,MIRZAPUR,GEN,NA,14,53.74,26.38,no,4997,0.67,5,AEUP201596,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,0.6799999999999997,0,0
Uttar_Pradesh,13,54,2002,NA,1,3,2,n.s.kushwaha,M,BSP,190332,NA,740473,1377858,MIRZAPUR,GEN,NA,14,53.74,25.7,no,22053,2.98,5,GEUP83334,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,13,4,2002,NA,1,3,1,mahendra singh pal,M,INC,200146,NA,385630,1175157,NAINITAL,GEN,NA,7,32.82,51.9,no,103873,26.94,2.7,GEUK83685,National Party,3482,TRUE,3,JD,4217,NAINITAL,TRUE,FALSE,2,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,26.93,1,1
Uttar_Pradesh,13,4,2002,NA,1,3,2,balraj pasi,M,BJP,96273,NA,385630,1175157,NAINITAL,GEN,NA,7,32.82,24.97,no,21423,5.56,2.7,GEUK83686,National Party,1605,TRUE,4,BJP,1605,NAINITAL,TRUE,TRUE,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Tripura,13,1,2002,NA,1,3,1,khagen das,M,CPI(M),394364,GEN,683424,990159,TRIPURAWEST,GEN,NA,9,69.02,57.7,no,150843,22.07,2.17,AETR5196295,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,22.07,0,0
Tripura,13,1,2002,NA,1,3,2,manik deb,M,INC,243521,NA,683424,990159,TRIPURAWEST,GEN,NA,9,69.02,35.63,no,210168,30.75,2.17,GETR83147,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Kerala,13,11,2003,NA,1,3,1,dr.sebastian paul,M,IND,335308,GEN,730725,1088644,ERNAKULAM,GEN,NA,7,67.12,45.89,no,22132,3.03,2.56,AEKL104703,Independents,10809,TRUE,3,IND,10809,ERNAKULAM,TRUE,TRUE,2,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,3.030000000000001,0,0
Kerala,13,11,2003,NA,1,3,2,m.o.john,M,INC,313176,NA,730725,1088644,ERNAKULAM,GEN,NA,7,67.12,42.86,no,261756,35.82,2.56,GEKL82499,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
West_Bengal,13,12,2003,NA,1,3,1,alakesh das,M,CPM,520630,SC,1107683,1357861,NAWADWIP,SC,NA,8,81.58,47,no,98800,8.92,2.56,GEWB83756,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,8.920000000000002,0,0
West_Bengal,13,12,2003,NA,1,3,2,abir ranjan biswas,M,A.I.T.C,421830,NA,1107683,1357861,NAWADWIP,SC,NA,8,81.58,38.08,no,284511,25.69,2.56,GEWB121927,Local Party,757,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Maharashtra,13,37,2003,NA,1,3,1,mohite p.p.shankarrao,M,BJP,352360,NA,613696,1122658,SOLAPUR,GEN,NA,10,54.66,57.42,no,122817,20.01,2.13,GEMH82794,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,20.020000000000003,0,1
Maharashtra,13,37,2003,NA,1,3,2,anandrao narayan deokate,M,INC,229543,NA,613696,1122658,SOLAPUR,GEN,NA,10,54.66,37.4,no,219919,35.84,2.13,AEMH110604,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Andhra_Pradesh,14,35,2004,4,0,3,1,madhusudhan reddy takkala,M,TRS,415429,GEN,831337,1140834,ADILABAD,GEN,NA,4,72.87,49.97,no,40974,4.93,2.22,GEAP74687,State-based Party,8284,FALSE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.93,0,0
Andhra_Pradesh,14,35,2004,4,0,3,2,dr s venugopala chary,M,TDP,374455,GEN,831337,1140834,ADILABAD,GEN,NA,4,72.87,45.04,no,351173,42.24,2.22,AEAP19712,State-based Party,8300,FALSE,4,TDP,8300,ADILABAD,TRUE,TRUE,3,FALSE,TRUE,TRUE,Others,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Kerala,14,17,2004,4,0,3,1,chengara surendran,M,CPI,332216,SC,684434,960122,ADOOR,SC,NA,6,71.29,48.54,no,54534,7.97,2.44,GEKL66643,State-based Party,2444,TRUE,3,CPI,2444,ADOOR,TRUE,TRUE,2,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.969999999999999,0,0
Kerala,14,17,2004,4,0,3,2,kodikunnil suresh,M,INC,277682,SC,684434,960122,ADOOR,SC,NA,6,71.29,40.57,no,215775,31.53,2.44,GEKL40497,National Party,3482,TRUE,6,INC,3482,ADOOR,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,14,69,2004,4,0,3,1,raj babbar,M,SP,243094,GEN,642719,1430713,AGRA,GEN,NA,16,44.92,37.82,no,57342,8.92,3.45,GEUP60741,State-based Party,7425,TRUE,3,SP,7425,AGRA,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.920000000000002,0,0
Uttar_Pradesh,14,69,2004,4,0,3,2,murari lal mittal fatehpuria,M,BJP,185752,GEN,642719,1430713,AGRA,GEN,NA,16,44.92,28.9,no,11603,1.81,3.45,GEUP78227,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Gujarat,14,10,2004,4,0,3,1,harin pathak,M,BJP,301853,GEN,548559,1382793,AHMEDABAD,GEN,NA,10,39.67,55.03,no,77605,14.15,2.13,AEGJ4304,National Party,1605,TRUE,6,BJP,1605,AHMEDABAD,TRUE,TRUE,6,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.149999999999999,0,0
Gujarat,14,10,2004,4,0,3,2,gupta rajkumar gigraj,M,INC,224248,GEN,548559,1382793,AHMEDABAD,GEN,NA,10,39.67,40.88,no,216359,39.44,2.13,AEGJ3186,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Maharashtra,14,39,2004,4,0,3,1,gadakh tukaram gangadhar,M,NCP,362938,GEN,687722,1295593,AHMEDNAGAR,GEN,NA,7,53.08,52.77,no,75077,10.92,2.17,GEMH80210,State-based Party,5792,TRUE,2,IND,10809,AHMEDNAGAR,TRUE,FALSE,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.910000000000004,0,0
Maharashtra,14,39,2004,4,0,3,2,prof. n. s. pharande,M,BJP,287861,GEN,687722,1295593,AHMEDNAGAR,GEN,NA,7,53.08,41.86,no,276746,40.24,2.17,GEMH38247,National Party,1605,TRUE,2,BJP,1605,AHMEDNAGAR,TRUE,TRUE,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Rajasthan,14,12,2004,4,0,3,1,rasa singh rawat,M,BJP,314788,GEN,529549,1203803,AJMER,GEN,NA,7,43.99,59.44,no,127976,24.17,2.13,GERJ38898,National Party,1605,TRUE,6,BJP,1605,AJMER,TRUE,TRUE,5,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,24.159999999999997,0,0
Rajasthan,14,12,2004,4,0,3,2,haji habiburrehaman,M,INC,186812,GEN,529549,1203803,AJMER,GEN,NA,7,43.99,35.28,no,175588,33.16,2.13,GERJ76562,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,14,23,2004,NA,1,3,1,shankhlal majhi,M,SP,352159,GEN,798549,1451662,AKBARPUR,SC,NA,15,55.01,44.1,no,96400,12.07,3.23,GEUP84027,State-based Party,7425,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,0.2700000000000031,0,0
Uttar_Pradesh,14,23,2004,4,0,3,1,maya wati,F,BSP,325019,SC,741572,1446088,AKBARPUR,SC,NA,12,51.28,43.83,no,58269,7.86,3.03,AEUP113051,State-based Party,16651,FALSE,11,BSP,16651,AKBARPUR,TRUE,TRUE,4,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Maharashtra,14,19,2004,4,0,3,1,dhotre sanjay shamrao,M,BJP,313323,GEN,735372,1271055,AKOLA,GEN,NA,7,57.86,42.61,no,106371,14.46,3.12,GEMH79219,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,14.469999999999999,0,0
Maharashtra,14,19,2004,4,0,3,2,laxmanrao tayade,M,INC,206952,GEN,735372,1271055,AKOLA,GEN,NA,7,57.86,28.14,no,19750,2.69,3.12,GEMH79216,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,14,72,2004,4,0,3,1,bijendra singh,M,INC,167142,GEN,633685,1341254,ALIGARH,GEN,NA,16,47.25,26.38,no,2791,0.44,4.35,GEUP49131,National Party,3482,TRUE,2,INC,3482,ALIGARH,TRUE,TRUE,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.4399999999999977,1,0
Uttar_Pradesh,14,72,2004,4,0,3,2,sheela gautam,F,BJP,164351,GEN,633685,1341254,ALIGARH,GEN,NA,16,47.25,25.94,no,4410,0.7,4.35,GEUP49130,National Party,1605,TRUE,5,BJP,1605,ALIGARH,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
West_Bengal,14,2,2004,4,0,3,1,joachim baxla,M,RSP,384252,ST,840836,1045042,ALIPURDUARS,ST,NA,6,80.46,45.7,no,145124,17.26,3.03,GEWB63363,State-based Party,12053,TRUE,4,RSP,12053,ALIPURDUARS,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.26,0,0
West_Bengal,14,2,2004,4,0,3,2,manoj tigga,M,BJP,239128,ST,840836,1045042,ALIPURDUARS,ST,NA,6,80.46,28.44,no,69629,8.28,3.03,AEWB105874,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,14,52,2004,4,0,3,1,kunwar rewati raman singh urf mani ji,M,SP,234008,GEN,656498,1558094,ALLAHABAD,GEN,NA,19,42.13,35.64,no,28383,4.32,3.85,GEUP72407,State-based Party,7425,TRUE,2,SP,7425,ALLAHABAD,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.32,1,0
Uttar_Pradesh,14,52,2004,4,0,3,2,dr. murali manohar joshi,M,BJP,205625,GEN,656498,1558094,ALLAHABAD,GEN,NA,19,42.13,31.32,no,94049,14.33,3.85,GEUP78009,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,1,0
Kerala,14,15,2004,4,0,3,1,dr. k. s. manoj,M,CPM,335494,GEN,730096,971154,ALLEPPEY,GEN,NA,8,75.18,45.95,no,1009,0.14,2.38,GEKL5731,National Party,14635,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.14000000000000057,0,0
Kerala,14,15,2004,4,0,3,2,v m sudheeran,M,INC,334485,GEN,730096,971154,ALLEPPEY,GEN,NA,8,75.18,45.81,no,290594,39.8,2.38,GEKL25018,National Party,3482,TRUE,5,INC,3482,ALLEPPEY,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttarakhand,14,3,2004,4,0,3,1,bachi singh rawat,M,BJP,225742,GEN,505223,1012756,ALMORA,GEN,NA,9,49.89,44.68,no,10052,1.99,2.63,AEUP129422,National Party,1605,TRUE,4,BJP,1605,ALMORA,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.990000000000002,0,0
Uttarakhand,14,3,2004,4,0,3,2,renuka rawat,F,INC,215690,GEN,505223,1012756,ALMORA,GEN,NA,9,49.89,42.69,no,188350,37.28,2.63,GEUK78434,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Rajasthan,14,8,2004,4,0,3,1,dr. karan singh yadav,M,INC,246833,GEN,542876,1262622,ALWAR,GEN,NA,12,43,45.47,no,8371,1.54,2.5,GEPB84329,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,1.5399999999999991,1,1
Rajasthan,14,8,2004,4,0,3,2,mahant chandnath,M,BJP,238462,GEN,542876,1262622,ALWAR,GEN,NA,12,43,43.93,no,217215,40.01,2.5,GERJ76526,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Andhra_Pradesh,14,9,2004,4,0,3,1,g.v. harsha kumar,M,INC,350346,SC,704224,904207,AMALAPURAM,SC,NA,5,77.88,49.75,no,41485,5.89,2.27,AEAP18229,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,5.890000000000001,0,0
Andhra_Pradesh,14,9,2004,4,0,3,2,dunna janardhana rao,M,TDP,308861,SC,704224,904207,AMALAPURAM,SC,NA,5,77.88,43.86,no,282162,40.07,2.27,GEAP76686,State-based Party,8300,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Haryana,14,1,2004,4,0,3,1,selja,F,INC,415264,SC,847725,1199338,AMBALA,SC,NA,13,70.68,48.99,no,234935,27.71,3.23,GEHR75765,National Party,3482,TRUE,5,INC,3482,SIRSA,FALSE,TRUE,3,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,27.720000000000002,0,0
Haryana,14,1,2004,4,0,3,2,rattan lal kataria,M,BJP,180329,SC,847725,1199338,AMBALA,SC,NA,13,70.68,21.27,no,49357,5.82,3.23,GEHR69696,National Party,1605,TRUE,2,BJP,1605,AMBALA,TRUE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
Uttar_Pradesh,14,21,2004,4,0,3,1,rahul gandhi,M,INC,390179,GEN,589596,1324991,AMETHI,GEN,NA,12,44.5,66.18,no,290853,49.33,2.08,GEUP77584,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,49.330000000000005,1,0
Uttar_Pradesh,14,21,2004,4,0,3,2,chandra parkash mishra matiyari,M,BSP,99326,GEN,589596,1324991,AMETHI,GEN,NA,12,44.5,16.85,no,43888,7.44,2.08,GEUP77591,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0
