STCODE,STNAME,DIST,DISTNAME,YEAR,BASE_YR_GDP,AGRI_GDP_CON,LIVES_GDP_CON,FL_GDP_CON,FISH_GDP_CON,MQ_GDP_CON,PS_GDP_CON,MA_GDP_CON,REG_GDP_CON,UREG_GDP_CON,EGWS_GDP_CON,CONS_GDP_CON,SS_GDP_CON,THR_GDP_CON,RAIL_GDP_CON,TMS_GDP_CON,COMM_GDP_CON,BI_GDP_CON,RDBS_GDP_CON,PA_GDP_CON,OS_GDP_CON,TS_GDP_CON,GDDP_CON,AGRI_GDP_CUR,LIVES_GDP_CUR,FL_GDP_CUR,FISH_GDP_CUR,MQ_GDP_CUR,PS_GDP_CUR,MA_GDP_CUR,REG_GDP_CUR,UREG_GDP_CUR,EGWS_GDP_CUR,CONS_GDP_CUR,SS_GDP_CUR,THR_GDP_CUR,RAIL_GDP_CUR,TMS_GDP_CUR,COMM_GDP_CUR,BI_GDP_CUR,RDBS_GDP_CUR,PA_GDP_CUR,OS_GDP_CUR,TS_GDP_CUR,GDDP_CUR,GROSS_PCI_CONP,GROSS_PCI_CURP,...53,...54,...55,...56,...57,...58
2,Bihar,960,Sheohar,2004,1999,10276,-1,710,474,0,11460,1006,7,1000,97,1020,2123,227,150,32,367,516,727,1608,3430,7057,20640,10495,0,860,491,0,11846,1184,9,1175,136,1167,2487,263,157,39,269,619,1034,1882,3863,8126,22459,3666,3989,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,1999,1999,9010,-1,641,817,0,10468,342,17,324,283,1214,1839,347,451,94,735,637,1067,3199,5875,12405,24712,9010,0,641,817,0,10468,342,17,324,283,1214,1838,347,451,94,735,637,1067,3199,5875,12405,24711,4382,4382,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,2000,1999,10213,-1,675,965,0,11853,315,12,303,338,1227,1880,368,507,109,761,705,1114,3482,6053,13099,26832,9999,0,707,1035,0,11741,327,12,315,397,1220,1944,365,494,111,691,719,1194,3469,5924,12967,26652,4626,4595,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,2001,1999,9706,-1,711,695,0,11112,297,11,287,218,1359,1874,456,520,100,719,866,1156,3762,6047,13626,26612,10389,0,779,728,0,11896,312,12,299,252,1406,1969,459,495,106,658,957,1302,3829,5987,13793,27658,4451,4626,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,2002,1999,9844,-1,702,817,0,11363,327,11,315,246,1623,2196,453,530,112,905,828,1199,3243,6251,13521,27080,10807,0,790,861,0,12458,513,14,499,283,1694,2490,476,526,122,715,953,1458,3445,6422,14117,29065,4466,4793,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,2003,1999,11051,-1,731,575,0,12357,332,11,321,237,1587,2156,467,399,104,1059,803,1246,3679,6503,14260,28773,12100,0,853,627,0,13580,589,13,575,317,1748,2653,521,408,124,800,1011,1701,4134,7040,15739,31972,4659,5178,NA,NA,NA,NA,NA,NA
2,Bihar,961,Arwal,2004,1999,9650,-1,763,286,0,10699,392,10,381,243,2259,2894,453,429,112,1197,849,1298,3868,6410,14616,28209,10018,0,924,296,0,11238,711,13,698,367,2482,3560,524,450,137,878,1018,1844,4526,7191,16568,31366,4488,4991,NA,NA,NA,NA,NA,NA
4,Haryana,177,Hisar,1999,1999,172458,0,1534,429,21,174442,65091,44849,20242,5186,27949,98226,14610,1946,13404,2587,10177,15122,15333,21410,94589,474483,172458,0,1534,429,21,174442,65091,44849,20242,5186,27949,98226,14610,1946,13404,2587,10177,15122,15333,21410,94589,474483,24694.348962903587,24694.348962903587,NA,NA,NA,NA,NA,NA
4,Haryana,177,Hisar,2000,1999,179738,0,1663,376,24,181801,76726,55276,21450,5374,28192,110292,20516,2129,15079,3643,10945,16546,14853,26085,109796,516452,185929,0,1405,376,26,187736,80438,58567,21871,6536,28775,115749,21998,2075,15408,3363,11172,18494,15337,26930,114777,538012,26364.23023579672,27438.311740019777,NA,NA,NA,NA,NA,NA
4,Haryana,177,Hisar,2001,1999,167970,0,1720,582,15,170287,78170,55736,22434,5505,34656,118331,26378,2310,16927,5129,11472,18009,15030,28570,123825,538964,169213,0,1764,582,17,171576,88685,65618,23067,7442,36184,132311,29295,2200,18143,4772,12687,21115,16289,30855,135356,576558,26387.907869481765,28102.559181062057,NA,NA,NA,NA,NA,NA
4,Haryana,177,Hisar,2002,1999,180689,0,1764,634,20,183107,78005,54204,23801,6079,39948,124032,23045,2650,19139,6127,12146,19492,15246,29650,127495,571268,190253,0,1521,659,24,192457,92364,67175,25189,11295,43163,146822,26467,2630,20410,4964,13976,23326,17009,32900,141682,636047,27335.471698113208,30249.119496855346,NA,NA,NA,NA,NA,NA
4,Haryana,177,Hisar,2003,1999,198764,0,1787,483,17,201051,96989,71437,25552,6554,46549,150092,31736,4063,21562,7966,12012,21135,16359,31088,145921,646588,225880,0,1902,541,20,228343,120214,91549,28665,11476,53915,185605,38408,4153,23939,6139,15124,25976,18971,35820,168530,759764,30645.129469790383,35911.0974106042,NA,NA,NA,NA,NA,NA
4,Haryana,178,Sirsa,1999,1999,152989,0,1169,198,11,154367,15478,1649,13829,2339,23829,41646,11779,1771,9918,1766,5695,10671,8789,12681,63070,332599,152989,0,1169,198,11,154367,15478,1649,13829,2339,23829,41646,11779,1771,9918,1766,5695,10671,8789,12681,63070,332599,23959.561870918777,23959.561870918777,NA,NA,NA,NA,NA,NA
4,Haryana,178,Sirsa,2000,1999,158447,0,1267,383,13,160110,19293,4639,14654,2462,23655,45410,14619,1937,11100,2487,5909,11305,8782,16044,72183,356268,167696,0,1070,383,13,169162,19856,4915,14941,2883,24255,46994,15676,1888,11340,2296,6032,12745,9068,16556,75601,373671,25127.63072655405,26399.290457385156,NA,NA,NA,NA,NA,NA
4,Haryana,178,Sirsa,2001,1999,135442,0,1310,361,9,137122,16719,1393,15326,2470,28020,47209,12314,2102,12301,3502,5937,11956,8914,17445,74471,344613,147153,0,1344,361,10,148868,17399,1640,15759,3160,29545,50104,13676,2002,13291,3258,6566,14174,9660,18833,81460,373278,22902.831858407077,24816.991150442478,NA,NA,NA,NA,NA,NA
4,Haryana,178,Sirsa,2002,1999,149319,0,1344,336,8,151007,17683,1423,16260,2744,31788,52215,14142,2411,13742,4183,6486,12629,9306,18037,80936,376610,159482,0,1159,349,9,160999,18972,1763,17209,4409,34433,57814,16243,2393,14256,3389,7463,15293,10383,20003,89423,411483,24709.391304347828,26803.130434782608,NA,NA,NA,NA,NA,NA
4,Haryana,178,Sirsa,2003,1999,167127,0,1361,383,8,168879,19613,2157,17456,2846,37291,59750,15165,3697,15340,5439,6278,13350,10150,19131,88550,419155,197705,0,1449,429,9,199592,22347,2764,19583,4472,43384,70203,18353,3779,16753,4192,7904,16596,11771,22033,101381,490902,27039.982949701618,31643.307757885763,NA,NA,NA,NA,NA,NA
