STCODE,STNAME,DIST,DISTNAME,YEAR,BASE_YR_GDP,AGRI_GDP_CON,LIVES_GDP_CON,FL_GDP_CON,FISH_GDP_CON,MQ_GDP_CON,PS_GDP_CON,MA_GDP_CON,REG_GDP_CON,UREG_GDP_CON,EGWS_GDP_CON,CONS_GDP_CON,SS_GDP_CON,THR_GDP_CON,RAIL_GDP_CON,TMS_GDP_CON,COMM_GDP_CON,BI_GDP_CON,RDBS_GDP_CON,PA_GDP_CON,OS_GDP_CON,TS_GDP_CON,GDDP_CON,AGRI_GDP_CUR,LIVES_GDP_CUR,FL_GDP_CUR,FISH_GDP_CUR,MQ_GDP_CUR,PS_GDP_CUR,MA_GDP_CUR,REG_GDP_CUR,UREG_GDP_CUR,EGWS_GDP_CUR,CONS_GDP_CUR,SS_GDP_CUR,THR_GDP_CUR,RAIL_GDP_CUR,TMS_GDP_CUR,COMM_GDP_CUR,BI_GDP_CUR,RDBS_GDP_CUR,PA_GDP_CUR,OS_GDP_CUR,TS_GDP_CUR,GDDP_CUR,GROSS_PCI_CONP,GROSS_PCI_CURP,...53,...54,...55,...56,...57,...58
1,Andhra Pradesh,44,Srikakulam,1993,1999,67449,5494,4096,2430,1363,80832,15612,3505,12107,3968,6041,25621,21538,5698,7767,911,8060,27164,11901,25800,108839,215292,41140,3485,1902,1413,792,48732,10890,2529,8361,2502,3784,17176,13933,3948,4781,784,6284,17595,7347,15863,70535,136443,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1994,1999,72284,9399,4174,1961,2197,90015,22836,9506,13330,4879,6901,34616,26953,5859,8556,984,9298,27934,12921,27367,119872,244503,50307,6958,2335,1266,1392,62258,17793,7634,10159,3381,4712,25886,19440,4428,5783,916,7597,19275,8761,18489,84689,172833,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1995,1999,73297,9293,4260,1713,2748,91311,21583,6053,15530,4910,7031,33524,27284,6501,9075,1155,9850,28764,13291,28463,124383,249218,54676,7757,2879,1227,1901,68440,17901,5212,12689,3723,5297,26921,21284,5502,6714,1084,10352,21203,9889,21037,97065,192426,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1996,1999,63149,7460,4308,2497,2179,79593,32241,16321,15920,6469,7045,45755,31779,7224,9438,1395,11013,29603,13704,29861,134017,259365,56174,7327,3363,1874,1420,70158,28332,14751,13581,4128,5861,38321,27280,6208,7613,1341,11052,23167,11109,24058,111828,220307,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1997,1999,54641,8340,4347,3944,2651,73923,26051,9173,16878,5185,8077,39313,29195,7520,9592,1716,12384,30428,14717,32704,138256,251492,51101,7994,3943,6389,1855,71282,24390,8888,15502,4598,6957,35945,26556,7160,8307,1657,12162,25395,12791,28280,122308,229535,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1998,1999,66851,9322,4446,4482,2860,87961,27481,9709,17772,5577,8470,41528,32476,8043,8566,2146,14174,32058,14525,33666,145654,275143,62103,8946,4487,8244,2469,86249,27022,9991,17031,5525,8055,40602,31139,6452,8281,2142,13423,29256,14040,32508,137241,264092,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,1999,1999,57809,10217,4749,5827,4864,83466,36896,20094,16802,6656,15990,59542,34036,3412,10039,2489,15055,29696,13088,38571,146386,289394,57809,10217,4749,5827,4864,83466,36896,20094,16802,6656,15990,59542,34036,3412,10039,2489,15055,29696,13088,38571,146386,289394,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2000,1999,66166,19058,4815,7549,4386,101974,43383,25435,17948,6383,17175,66941,38691,3292,12741,3295,15624,30247,14137,41022,159049,327964,67959,19308,4974,8808,4703,105752,44296,26089,18207,7205,17997,69498,40439,3336,13617,3059,15948,32641,14757,42652,166449,341699,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2001,1999,71263,16858,4700,8024,5513,106358,31094,13616,17478,5934,18503,55531,40457,3533,12709,7800,18201,31921,14280,43565,172466,334355,74951,17788,5080,10698,5916,114433,32452,14322,18130,6499,20153,59104,43525,3620,13871,7353,20130,35928,15474,46814,186715,360252,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2002,1999,56125,20421,4797,8740,7574,97657,37029,18350,18679,7497,19786,64312,40430,3827,13173,9545,19947,33738,15103,45663,181426,343395,58527,23787,5309,10142,8138,105903,40827,20688,20139,8673,22017,71517,43947,4075,14909,8039,22952,39262,16870,51679,201733,379153,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2003,1999,83220,20615,4828,7703,8246,124612,33835,12883,20952,6594,21136,61565,46959,4016,15745,11277,19657,34814,15535,48356,196359,382536,93456,24241,5584,10419,9629,143329,37997,14715,23282,7978,24247,70222,54232,4401,18686,9249,24569,42616,18028,56831,228612,442163,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2004,1999,75506,30209,4940,8753,9338,128746,40625,18467,22158,7881,24193,72699,50859,4306,21915,13639,21347,34653,16458,52195,215372,416817,92006,37659,5927,14448,10586,160626,48132,22390,25742,9801,30069,88002,61378,4955,26693,10570,25601,45177,19796,63142,257312,505940,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2005,1999,70978,25679,4988,8462,8125,118232,43996,20104,23892,7683,31379,83058,47332,4669,18824,17677,22973,34714,16368,55869,218426,419716,85235,32358,6219,14172,10298,148282,53580,24964,28616,9944,40674,104198,58698,5466,23713,12874,25939,47690,20639,70139,265158,517638,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2006,1999,93253,25215,5111,8318,7099,138996,48921,23131,25790,7233,37141,93295,55566,4798,19711,22022,27822,37629,18206,60158,245912,478203,114492,34829,6506,14349,10068,180244,60936,28626,32310,9967,51756,122659,67920,5312,26335,12551,30862,52443,24629,80686,300738,603641,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,44,Srikakulam,2007,1999,99366,28760,4909,7488,12487,153010,53759,26187,27572,7379,41452,102590,61582,5394,21446,24753,31076,38762,23532,60250,266795,522395,139428,41121,6633,11761,20699,219642,70051,33965,36086,10738,61725,142514,86747,6120,30501,14460,34996,57020,33864,85626,349334,711490,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1993,1999,60021,17763,6420,7207,2205,93616,107617,88545,19072,7904,33484,149005,88383,2280,55223,2700,14090,39000,24363,59403,285442,528063,36610,11266,2982,4190,1282,56330,77072,63900,13172,4984,20974,103030,57176,1580,33992,2324,10986,25262,15040,36523,182883,342243,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1994,1999,72387,22750,6411,6522,2755,110825,157389,136389,21000,9956,38243,205588,117306,2345,61678,2924,16408,40120,26247,63011,330039,646452,50178,14886,3546,3874,1633,74117,123618,107616,16002,6899,26119,156636,83827,1772,41694,2722,13406,27696,17794,42568,231479,462232,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1995,1999,83299,28039,6603,7620,2385,127946,182789,158326,24463,11747,38969,233505,120065,2601,63022,3471,17688,46791,27171,65536,346345,707796,65282,21847,4416,5568,1344,98457,154841,134854,19987,8905,29357,193103,93432,2202,48953,3256,18587,34818,20218,48438,269904,561464,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1996,1999,93841,23632,6405,7190,3589,134657,172851,147773,25078,11329,39040,223220,114670,2890,67173,4197,20430,50059,28304,68754,356477,714354,83677,19451,4807,5538,1620,115093,153508,132114,21394,10183,32485,196176,95357,2484,54184,4035,20503,39841,22943,55391,294738,606007,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1997,1999,50974,24855,6109,7136,2642,91716,143299,116713,26586,12904,44771,200974,99110,3009,65130,5100,23943,54828,32035,75297,358452,651142,48785,21234,5378,5828,1244,82469,132778,108359,24419,11443,38559,182780,86299,2865,56402,4923,23514,46826,27843,65110,313782,579031,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1998,1999,71856,22845,6744,10349,3625,115419,269224,241230,27994,13629,46946,329799,138457,3218,79063,6398,28035,58993,37463,77512,429139,874357,68907,19406,6392,2264,2217,99186,255462,228635,26827,13501,44645,313608,128752,2582,76436,6388,26551,55308,36582,74849,407448,820242,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,1999,1999,70971,28251,6881,13798,8113,128014,147712,124019,23693,16490,59672,223874,138210,13301,66372,7324,31093,66220,58982,63069,444571,796459,70971,28251,6881,13798,8113,128014,147712,124019,23693,16490,59672,223874,138210,13301,66372,7324,31093,66220,58982,63069,444571,796459,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2000,1999,84656,30394,7022,15528,7871,145471,192291,166982,25309,16497,64092,272880,188869,12831,71460,7894,32268,75247,63735,67203,519507,937858,82324,32439,7127,16660,7901,146451,199067,173393,25674,18011,67158,284236,198331,13003,77768,7328,32936,80281,66531,69925,546103,976790,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2001,1999,67686,34431,6782,15661,3500,128060,209727,185081,24646,27192,69048,305967,182137,13772,77248,16743,37985,82675,64323,71245,546128,980155,68454,37530,6742,18437,4599,135762,230942,205377,25565,29779,75206,335927,197574,14109,84937,15785,42010,91915,69705,76661,592696,1064385,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2002,1999,46718,44403,6733,17270,5387,120511,314800,288460,26340,32950,73838,421588,201776,14916,79075,20169,41629,89883,67488,74591,589527,1131626,46624,50949,7087,19340,5638,129638,341126,312727,28399,38115,82164,461405,222053,15883,87692,16988,47899,104280,75386,84550,654731,1245774,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2003,1999,70709,45493,6656,19964,5524,148346,376705,347160,29545,32908,78876,488489,224055,15653,89693,23974,42495,104665,69473,78965,648973,1285808,75230,55953,7324,27072,7270,172849,454843,422012,32831,39819,90484,585146,259137,17155,106594,19662,53113,127308,80620,92998,756587,1514582,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2004,1999,90924,53612,6731,19510,5891,176668,445731,414486,31245,36091,90282,572104,236461,16786,91060,29343,46146,114481,74244,85560,694081,1442853,102120,66182,7717,30233,6758,213010,615590,579290,36300,44885,112211,772686,284931,19315,112874,22740,55344,145333,89304,103723,833564,1819260,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2005,1999,71566,56496,6806,16375,4974,156217,363439,329749,33690,42654,117098,523191,274540,18200,105356,38074,51145,132088,73839,91743,784985,1464393,90341,75184,8002,23670,6245,203442,509201,468849,40352,55208,151784,716193,347257,21307,135526,27730,57748,174559,93105,115444,972676,1892311,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2006,1999,84415,56620,6880,15402,4389,167706,412957,376590,36367,43357,138602,594916,281693,18704,105004,47433,66463,153818,82129,98570,853814,1616436,106364,80031,8303,22543,6038,223279,589894,544333,45561,59742,193138,842774,383195,20705,142564,27034,73725,212724,111104,132479,1103530,2169583,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,45,Visakhapatnam,2007,1999,89832,62604,6799,21801,11153,192189,434254,395375,38879,53421,154686,642361,284587,21025,108689,53316,74237,172947,78727,98752,892280,1726830,131891,92354,8462,28021,16900,277628,658686,607800,50886,77733,230343,966762,436687,23855,157680,31145,83601,252497,113295,140598,1239358,2483748,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1993,1999,186675,32951,8337,17009,12011,256983,105911,75862,30049,9791,18508,134210,79827,3723,32403,3129,18329,49711,25436,60294,272852,664045,113861,20899,3872,9889,6981,155502,75500,54747,20753,6173,11593,93266,51641,2580,19945,2694,14292,32199,15703,37071,176125,424893,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1994,1999,177069,31442,8423,18609,12669,248212,118902,85815,33087,12783,21137,152822,93372,3829,35344,3394,21398,51128,27544,63956,299965,700999,123153,21280,4690,12139,8466,169728,93647,68434,25213,8856,14437,116940,67406,2894,23892,3159,17484,35286,18673,43208,212002,498670,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1995,1999,199737,55887,8628,14312,10098,288662,119633,81090,38543,11446,21539,152618,98364,4249,41400,4004,22648,52654,28351,66519,318189,759469,165514,41654,5806,10427,6023,229424,100930,69438,31492,8674,16226,125830,78184,3597,28301,3756,23800,38828,21095,49166,246727,601981,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1996,1999,164584,49195,8560,19537,12251,254127,118758,79246,39512,12302,21577,152637,96171,4720,37898,4848,25458,54200,29310,69786,322391,729155,137344,42232,6588,14679,9395,210238,104561,70853,33708,9836,17954,132351,80555,4058,30571,4661,25549,42436,23759,56222,267811,610400,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1997,1999,156646,45274,8459,21304,13925,245608,71718,29830,41888,12548,24746,109012,86383,4916,36617,5893,29265,55719,31671,76427,326891,681511,151270,39182,7582,18097,9612,225743,65761,27286,38475,11128,21311,98200,78712,4679,31710,5689,28739,46528,27526,66088,289671,613614,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1998,1999,207894,56106,8925,27609,16811,317345,142781,98674,44107,13468,25948,182197,129222,5257,35941,7367,33455,58707,31982,78676,380607,880149,222304,54455,8777,26285,12307,324128,139266,96997,42269,13342,24675,177283,126454,4217,34747,7357,31683,53606,30914,75973,364951,866362,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,1999,1999,189843,77976,9352,24167,38832,340170,166743,93305,73438,18459,33140,218342,143683,3493,43217,8646,35129,56319,30020,74368,394875,953387,189843,77976,9352,24167,38832,340170,166743,93305,73438,18459,33140,218342,143683,3493,43217,8646,35129,56319,30020,74368,394875,953387,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2000,1999,205825,100286,9507,33263,45318,394199,114274,35826,78448,18578,35594,168446,141873,3370,43848,10527,36796,57382,32420,79222,405438,968083,208716,97575,9750,36512,46774,399327,116687,37110,79577,20351,37297,174335,147189,3415,46893,9773,37558,61920,33842,82403,422993,996655,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2001,1999,192683,92902,8917,29797,48187,372486,158115,81723,76392,14064,38347,210526,156644,3617,49317,17251,43657,60574,32999,83852,447911,1030923,196220,98856,9306,40871,49595,394848,167627,88385,79242,15402,41766,224795,167285,3705,53651,16263,48282,68174,35760,90165,483285,1102928,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2002,1999,169489,98203,8995,32589,56508,365784,174692,93050,81642,17004,41006,232702,173026,3917,48983,23664,47844,64039,34689,87748,483910,1082396,191195,108727,9749,46936,69859,426466,192983,104960,88023,19670,45630,258283,197032,4171,57622,19932,55051,74522,38749,99383,546462,1231211,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2003,1999,235372,105979,8985,46095,51872,448303,170411,78835,91576,16127,43804,230342,189085,4111,56749,28204,48999,66101,35703,92823,521775,1200420,254158,120771,10181,67761,63216,516087,192983,91222,101761,19514,50251,262748,217823,4505,67082,23131,61242,80910,41431,109198,605322,1384157,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2004,1999,189035,156623,9151,55077,47769,457655,179750,82903,96847,17136,50139,247025,201851,4409,66732,33797,53210,65493,38015,100482,563989,1268669,232103,179278,10738,83420,68581,574120,211883,99369,112514,21311,62318,295512,248793,5073,81138,26192,63815,85392,45726,121680,677809,1547441,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2005,1999,188434,156047,9245,32811,42698,429235,198006,93582,104424,22006,65031,285043,196285,4780,64792,43618,57350,66360,37808,107689,578682,1292960,222101,185564,11215,53142,75748,547770,239849,114776,125073,28483,84295,352627,250702,5596,81411,31768,64753,91107,47673,135349,708359,1608756,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2006,1999,233117,153970,9420,38716,42710,477933,218781,106059,112722,20118,76974,315873,213694,4912,68710,54340,71679,71918,42053,115261,642567,1436373,290304,189620,11696,60811,78455,630886,273371,132150,141221,27720,107261,408352,282200,5438,91685,30970,79512,100212,56889,154727,801633,1840871,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,46,East Godavari,2007,1999,225763,166872,9156,44987,45833,492611,240208,119699,120509,23598,85906,349712,228612,5522,74158,61079,80063,74110,48366,115946,687856,1530179,317094,221603,11963,66960,70338,687958,314718,156993,157725,34338,127923,476979,317920,6265,105034,35680,90163,108998,69602,164921,898583,2063520,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1993,1999,178634,45628,5844,25941,11526,267573,30389,21879,8510,11530,15018,56937,60893,5934,16782,3370,15464,39817,13512,42270,198042,522552,108957,28939,2714,15082,6699,162391,21667,15790,5877,7270,9407,38344,39392,4112,10330,2901,12058,25791,8341,25989,128914,329649,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1994,1999,195996,57540,5949,26739,11455,297679,36401,27031,9370,14895,17153,68449,69725,6103,17502,3645,17980,40951,14523,44837,215266,581394,140370,36652,3329,17436,7743,205530,28635,21495,7140,10318,11715,50668,50931,4613,11831,3392,14690,28262,9846,30291,153856,410054,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1995,1999,181861,69107,6059,26830,8443,292300,32880,21965,10915,15731,17479,66090,68477,6772,18030,4312,19125,42174,14959,46634,220483,578873,148061,48602,4094,19610,5180,225547,28021,19103,8918,11927,13167,53115,54380,5731,13340,4044,20098,31099,11131,34468,174291,452953,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1996,1999,153130,82773,6128,27714,10476,280221,34778,23589,11189,9603,17509,61890,71051,7525,17229,5197,21548,43413,15563,48924,230450,572561,128960,59217,4788,21803,8913,223681,30937,21391,9546,12996,14570,58503,59934,6467,13897,4997,21624,33990,12616,39415,192940,475124,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1997,1999,171337,68973,6192,27444,12963,286909,39397,27535,11862,17690,20080,77167,78594,7834,19141,6356,24953,44629,16909,53579,251995,616071,160774,59292,5617,23830,9413,258926,37240,26345,10895,15687,17294,70221,71482,7458,16575,6136,24505,37266,14696,46331,224449,553596,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1998,1999,189769,76035,6306,44336,15714,332160,39295,26805,12490,15877,21055,76227,87520,8378,14689,8026,28348,47021,17370,55156,266508,674895,197130,67748,6372,46278,11576,329104,40040,28070,11970,15729,20024,75793,86604,6720,14200,8014,26846,42936,16789,53261,255370,660267,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,1999,1999,208141,76909,6718,44700,2855,339323,63682,45328,18354,21840,21019,106541,106094,2998,20485,9143,29783,44915,21393,60788,295599,741463,208141,76909,6718,44700,2855,339323,63682,45328,18354,21840,21019,106541,106094,2998,20485,9143,29783,44915,21393,60788,295599,741463,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2000,1999,214839,78587,6803,50049,2385,352663,55926,36320,19606,20274,22576,98776,110202,2892,26740,13188,30909,45763,23113,64705,317512,768951,218257,79926,7030,64313,2414,371940,56573,36685,19888,22005,23656,102234,116132,2931,28259,12243,31549,49384,24127,67291,331916,806090,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2001,1999,199876,70200,6548,52899,4082,333605,60462,41370,19092,14397,24322,99181,103447,3104,26541,17214,35875,48309,23258,68606,326354,759140,198740,74904,7101,71910,4168,356823,62064,42259,19805,15767,26491,104322,111406,3180,28732,16229,39676,54372,25204,73750,352549,813694,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2002,1999,181051,75882,6682,97374,7421,368410,52921,32517,20404,21705,26009,100635,112991,3362,28192,18601,39316,51074,24414,71853,349803,818848,200397,81685,7410,126167,7699,423358,58752,36753,21999,25108,28942,112802,127500,3580,32091,15667,45238,59435,27271,81354,392136,928296,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2003,1999,222558,88290,6724,118511,3106,439189,59180,36293,22887,21683,27784,108647,127981,3528,35536,22425,40471,52718,25130,76053,383842,931678,245082,101474,7790,161891,3943,520180,66680,41247,25433,26237,31873,124790,149545,3867,42004,18391,50584,64530,29162,89432,447515,1092485,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2004,1999,213057,83744,6831,140541,864,445037,83814,59610,24204,22959,31802,138575,134321,3784,58151,26981,43949,52138,26797,82214,428335,1011947,233807,97751,8185,196149,963,536855,99647,71527,28120,28553,39526,167726,161414,4354,70139,20909,52708,67990,32233,99514,509261,1213842,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2005,1999,197803,83603,6873,123805,1260,413344,88370,62272,26098,18329,41247,147946,123477,4102,36790,35052,48295,52651,26651,88060,415078,976368,236589,98226,8566,175416,1483,520280,108243,76984,31259,23723,53466,185432,152828,4803,45895,25529,54529,72316,33605,110622,500127,1205839,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2006,1999,226563,84799,7032,112093,3845,434332,98867,70695,28172,17530,48822,165219,135386,4216,39621,43668,57962,57040,29644,94552,462089,1061640,280416,103188,8952,172905,5546,571007,124762,89467,35295,24154,68032,216948,172189,4667,52609,24888,64295,79490,40102,126881,565121,1353076,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,47,West Godavari,2007,1999,227772,93208,6736,183128,6580,517424,107109,76991,30118,23821,54488,185418,152118,4739,44234,49084,64741,58753,28326,94886,496881,1199723,310961,117923,9129,276790,12197,727000,141954,102535,39419,34661,81138,257753,213876,5377,62557,28672,72908,86422,40763,134915,645490,1630243,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1993,1999,164047,47774,5549,33201,2148,252719,53844,38835,15009,11116,25473,90433,65111,6885,40805,4707,18628,43173,23538,44062,246909,590061,100060,30301,2577,19303,1249,153490,38391,28026,10365,7009,15955,61355,42120,4771,25117,4052,14525,27965,14531,27091,160172,375017,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1994,1999,171270,55286,5627,53850,2257,288290,58171,41646,16525,14091,29092,101354,72985,6970,43096,5072,21876,44404,25419,46738,266560,656204,131413,35258,3149,34778,1625,206223,45615,33022,12593,9763,19869,75247,54130,5268,29133,4721,17875,30646,17233,31575,190581,472051,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1995,1999,161545,59437,5711,40838,5497,273028,60375,41124,19251,12234,29644,102253,73206,7734,44706,5986,23224,50023,26229,48611,279719,655000,132211,44393,3855,29065,2376,211900,50999,35270,15729,9272,22332,82603,57416,6546,33658,5615,24405,37123,19516,35930,220209,514712,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1996,1999,183265,58117,5761,52386,2473,302002,67813,48078,19735,27094,29698,124605,86319,8593,43952,7271,26256,52973,27218,50999,303581,730188,157892,47023,4499,37767,1793,248974,59918,43082,16836,10640,24711,95269,72756,7386,35453,6989,26350,41967,22062,41087,254050,598293,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1997,1999,156310,58031,5816,52649,2789,275595,85939,65017,20922,13258,34058,133255,86177,8946,45757,8773,30457,57097,30021,55851,323079,731929,163260,47398,5267,53469,1787,271181,80908,61691,19217,11757,29332,121997,80333,8518,39623,8469,29911,48476,26094,48296,289720,682898,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1998,1999,181060,54877,5903,49237,4150,295227,47737,25707,22030,13282,35712,96731,80650,9567,53985,10952,35227,60933,32548,57495,341357,733315,201018,48960,5957,43124,2289,301348,47146,26035,21111,13158,33962,94266,81415,7675,52193,10937,33361,56727,31534,55519,329361,724975,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,1999,1999,197330,58317,6239,73045,8516,343447,63109,34666,28443,16250,41667,121026,99506,13116,55127,12563,37093,66504,43960,72503,400372,864845,197330,58317,6239,73045,8516,343447,63109,34666,28443,16250,41667,121026,99506,13116,55127,12563,37093,66504,43960,72503,400372,864845,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2000,1999,192601,52672,6302,79789,11209,342573,54943,24559,30384,16263,44753,115959,104099,12652,58943,17542,38834,73750,47490,77238,430548,889080,201624,56474,6512,93188,11061,368859,55668,24847,30821,18070,46894,120632,110549,12822,62444,16285,39638,78924,49574,80368,450604,940095,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2001,1999,168153,68008,6476,101003,6935,350575,63356,33769,29587,13602,48214,125172,110601,13580,63030,23219,45635,80405,47961,81954,466385,942132,180623,72993,7043,131198,7271,399128,66324,35633,30691,14897,52514,133735,122179,13912,68465,21889,50470,89676,51974,88187,506752,1039615,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2002,1999,159483,74162,6601,130046,6813,377105,61345,29724,31621,15169,51558,128072,116463,14708,61841,28405,50012,86974,50350,85834,494587,999764,178235,86829,7331,183456,7162,463013,67278,33186,34092,17547,57372,142197,134704,15662,75172,23925,57546,100991,56242,97297,561539,1166749,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2003,1999,125905,80871,6637,118485,5286,337184,67586,32118,35468,29144,55076,151806,112805,15434,66969,33979,51022,60114,51832,90896,483051,972041,151887,92527,7699,161387,7559,421059,75961,36548,39413,35265,63182,174408,135305,16916,79201,27867,63772,73546,60148,107056,563811,1159278,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2004,1999,158888,95305,6661,88099,5366,354319,86160,48650,37510,30254,63041,179455,122460,16552,68981,41127,55407,106429,55344,98460,564760,1098534,196103,111811,7994,118422,6532,440862,101955,58377,43578,37627,78353,217935,150025,19046,84001,31873,66450,135843,66571,119366,673175,1331972,-1,-1,NA,NA,NA,NA,NA,NA
1,Andhra Pradesh,48,Krishna,2005,1999,188605,87489,6666,138038,5923,426721,95484,55039,40445,21341,81765,198590,133307,17947,88062,52944,60536,119275,55042,105563,632676,1257987,229011,103402,8328,188518,8548,537807,116527,68085,48442,27622,105986,250135,166550,21010,110370,38560,68350,158759,69404,132841,765844,1553786,-1,-1,NA,NA,NA,NA,NA,NA
