shrid,State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,Constituency_Name,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,winner,vote_share_diff,dynastic,dynastic_1,dynast_3,num_cells,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,max_light2013,ec13_district_name.x
11-28-577605,Andhra_Pradesh,14,39,2004,4,0,3,1,dharavath  ravinder naik,M,TRS,427601,ST,921872,1215167,warangal,GEN,NA,10,75.86,46.38,no,19262,2.09,2.38,GEAP64567,State-based Party,8284,FALSE,2,BJP,1605,KHAMMAM,FALSE,FALSE,1,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,2.09,0,0,0,17,74,91,5,72,97.5,5,86,103,6,8,warangal
11-28-594641,Andhra_Pradesh,14,25,2004,4,0,3,2,kalava srinivasulu,M,TDP,385521,GEN,875135,1280923,anantapur,GEN,NA,7,68.32,44.05,no,376225,42.99,2.17,AEAP818283,State-based Party,8300,TRUE,2,TDP,8300,ANANTAPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-28-594641,Andhra_Pradesh,13,25,1999,9,0,3,2,anantha venkata rami reddy,M,INC,357386,GEN,752838,1226314,anantapur,GEN,NA,5,61.39,47.47,no,342563,45.5,2.08,AEAP818397,National Party,3482,TRUE,3,INC,3482,ANANTAPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-28-594641,Andhra_Pradesh,15,19,2009,4,0,4,2,kalava srinivasulu,M,TDP,379955,GEN,1000208,1411460,anantapur,GEN,SEEMANDHRA,12,70.86,37.99,no,277908,27.79,2.78,AEAP818283,State-based Party,8300,TRUE,3,TDP,8300,ANANTAPUR,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-28-594641,Andhra_Pradesh,13,25,1999,9,0,3,1,kalava srinivasulu,M,TDP,378488,GEN,752838,1226314,anantapur,GEN,NA,5,61.39,50.27,no,21102,2.8,2.08,AEAP818283,State-based Party,8300,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,2.8,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-28-594641,Andhra_Pradesh,15,19,2009,4,0,4,1,anantha venkata rami reddy,M,INC,457876,GEN,1000208,1411460,anantapur,GEN,SEEMANDHRA,12,70.86,45.78,no,77921,7.79,2.78,AEAP818397,National Party,3482,TRUE,5,INC,3482,ANANTAPUR,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,7.79,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-28-594641,Andhra_Pradesh,14,25,2004,4,0,3,1,anantha venkata rami reddy,M,INC,458925,GEN,875135,1280923,anantapur,GEN,NA,7,68.32,52.44,no,73404,8.39,2.17,AEAP818397,National Party,3482,TRUE,4,INC,3482,ANANTAPUR,TRUE,TRUE,3,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,8.39,0,0,0,16,14,19,4,17.5,31,3.5,78,94,5,6,ananthapur
11-29-597114,Karnataka,14,25,2004,4,0,3,2,amarsinh vasantrao patil,M,INC,326090,GEN,893902,1354182,belgaum,GEN,NA,7,66.01,36.48,no,259259,29,2.86,GEKA15138,National Party,3482,TRUE,3,INC,3482,BELGAUM,TRUE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-597114,Karnataka,13,25,1999,9,0,3,2,babagouda patil,M,BJP,333546,NA,781767,1230574,belgaum,GEN,NA,4,63.53,42.67,no,284962,36.45,2.38,AEKA6476,National Party,1605,TRUE,2,BJP,1605,BELGAUM,TRUE,TRUE,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-597114,Karnataka,13,25,1999,9,0,3,1,amarsinh vasantarao patil,M,INC,383444,GEN,781767,1230574,belgaum,GEN,NA,4,63.53,49.05,no,49898,6.38,2.38,GEKA15138,National Party,3482,TRUE,2,JD,4217,BELGAUM,TRUE,FALSE,1,TRUE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,6.38,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-597114,Karnataka,15,2,2009,4,0,4,2,amarsinh vasantrao patil,M,INC,265637,GEN,754561,1378238,belgaum,GEN,NA,10,54.75,35.2,no,197043,26.11,2.56,GEKA15138,National Party,3482,TRUE,4,INC,3482,BELGAUM,TRUE,TRUE,1,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-597114,Karnataka,14,25,2004,4,0,3,1,angadi suresh chanabasappa,M,BJP,410843,GEN,893902,1354182,belgaum,GEN,NA,7,66.01,45.96,no,84753,9.48,2.86,GEKA16562,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,9.48,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-597114,Karnataka,15,2,2009,4,0,4,1,angadi suresh channabasappa,M,BJP,384324,GEN,754561,1378238,belgaum,GEN,NA,10,54.75,50.93,no,118687,15.73,2.56,GEKA16562,National Party,1605,TRUE,2,BJP,1605,BELGAUM,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,15.73,0,0,0,6,28.5,35,5.5,28,37,5,32,38,6,11,belgaum
11-29-598402,Karnataka,13,27,1999,9,0,3,2,ajayakumar sambasadashiv sarnaik,M,JD(U),302054,GEN,752964,1127960,bagalkot,GEN,NA,3,66.75,40.12,no,229632,30.5,2.38,AEKA3696,State-based Party,11002,TRUE,2,LS,5137,BAGALKOT,TRUE,FALSE,1,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-598402,Karnataka,15,3,2009,4,0,4,1,gaddigoudar p.c.,M,BJP,413272,GEN,859928,1363359,bagalkot,GEN,NA,17,63.07,48.06,no,35446,4.12,2.38,AEKA127774,National Party,1605,TRUE,2,BJP,1605,BAGALKOT,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.12,0,0,0,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-598402,Karnataka,14,27,2004,4,0,3,1,gaddigoudar parvatagouda chandanagouda,M,BJP,459451,GEN,868472,1324829,bagalkot,GEN,NA,5,65.55,52.9,no,167383,19.27,2.5,AEKA127774,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,19.27,0,0,0,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-598402,Karnataka,15,3,2009,4,0,4,2,j.t.patil,M,INC,377826,GEN,859928,1363359,bagalkot,GEN,NA,17,63.07,43.94,no,364411,42.38,2.38,AEKA9461,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-598402,Karnataka,14,27,2004,4,0,3,2,patil r s,M,INC,292068,GEN,868472,1324829,bagalkot,GEN,NA,5,65.55,33.63,no,227993,26.25,2.5,GEKA16454,National Party,3482,TRUE,2,INC,3482,BAGALKOT,TRUE,TRUE,1,FALSE,TRUE,TRUE,NA,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-598402,Karnataka,13,27,1999,9,0,3,1,r.s. patil,M,INC,378488,GEN,752964,1127960,bagalkot,GEN,NA,3,66.75,50.27,no,76434,10.15,2.38,GEKA16454,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,10.15,0,1,1,17,134,163.5,10.5,112,153,8.5,162,195,13,17,bagalkot
11-29-599029,Karnataka,15,4,2009,4,0,4,1,ramesh chandappa jigajinagi,M,BJP,308939,SC,649631,1373604,bijapur,SC,NA,10,47.29,47.56,no,42404,6.53,2.5,AEKA3535,National Party,1605,TRUE,4,BJP,1605,CHIKKODI,FALSE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,6.53,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599029,Karnataka,13,28,1999,9,0,3,1,basangouda ramangouda patil(yatnal),M,BJP,348816,GEN,714224,1182826,bijapur,GEN,NA,4,60.38,48.84,no,36639,5.13,2.33,AEKA925,National Party,1605,TRUE,2,BJP,1605,BIJAPUR,TRUE,TRUE,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,5.13,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599029,Karnataka,14,28,2004,4,0,3,1,basanagouda r patil(yatnal),M,BJP,344905,GEN,789734,1328325,bijapur,GEN,NA,3,59.45,43.67,no,37533,4.75,2.7,AEKA925,National Party,1605,TRUE,3,BJP,1605,BIJAPUR,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.75,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599029,Karnataka,14,28,2004,4,0,3,2,basanagouda somanagouda patil (managuli),M,INC,307372,GEN,789734,1328325,bijapur,GEN,NA,3,59.45,38.92,no,169915,21.52,2.7,AEKA127771,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599029,Karnataka,13,28,1999,9,0,3,2,gudadinni laxmibai basagondappa,F,INC,312177,NA,714224,1182826,bijapur,GEN,NA,4,60.38,43.71,no,273779,38.33,2.33,GEKA16455,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599029,Karnataka,15,4,2009,4,0,4,2,prakash kubasing rathod,M,INC,266535,SC,649631,1373604,bijapur,SC,NA,10,47.29,41.03,no,233358,35.92,2.5,GEKA16600,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,116,305,382,5.5,295,436,5,268,384,6,8,bijapur
11-29-599721,Karnataka,13,1,1999,9,0,3,1,ramchandra veerappa,M,BJP,350221,SC,729679,1200598,bidar,SC,NA,5,60.78,48,no,152033,20.84,3.12,GEKA11205,National Party,1605,TRUE,8,BJP,1605,BIDAR,TRUE,TRUE,6,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,20.84,0,0,0,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-599721,Karnataka,15,7,2009,4,0,4,2,gurupadappa nagmarpalli,M,BJP,298338,GEN,779241,1470507,bidar,GEN,NA,27,52.99,38.29,no,249035,31.96,2.94,AEKA1211,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-599721,Karnataka,14,1,2004,4,0,3,2,narsingrao hulla suryawanshi,M,INC,289217,SC,815792,1372985,bidar,SC,NA,5,59.42,35.45,no,115926,14.21,3.03,GEKA14599,National Party,3482,FALSE,6,AIIC(T),8871,BIDAR,TRUE,FALSE,3,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-599721,Karnataka,13,1,1999,9,0,3,2,narasingarao suryawanshi,M,INC,198188,NA,729679,1200598,bidar,SC,NA,5,60.78,27.16,no,85765,11.75,3.12,GEKA16382,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-599721,Karnataka,15,7,2009,4,0,4,1,n.dharam singh,M,INC,337957,GEN,779241,1470507,bidar,GEN,NA,27,52.99,43.37,no,39619,5.08,2.94,AEKA127739,National Party,3482,TRUE,2,INC(I),3482,GULBARGA,FALSE,TRUE,2,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,5.08,0,1,1,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-599721,Karnataka,14,1,2004,4,0,3,1,ramchandra veerappa,M,BJP,312838,SC,815792,1372985,bidar,SC,NA,5,59.42,38.35,no,23621,2.9,3.03,GEKA11205,National Party,1605,FALSE,9,BJP,1605,BIDAR,TRUE,TRUE,7,FALSE,TRUE,TRUE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),1,2.9,0,0,0,16,71,87.5,5.5,65.5,90,6,62,78,5,6,bidar
11-29-600344,Karnataka,14,3,2004,4,0,3,1,a.venkatesh naik,M,INC,289424,ST,825096,1413018,raichur,GEN,NA,4,58.39,35.08,no,508,0.06,3.33,AEKA1296,National Party,3482,TRUE,5,INC,3482,RAICHUR,TRUE,TRUE,4,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.0599999999999952,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-600344,Karnataka,15,6,2009,4,0,4,2,raja venkatappa naik,M,INC,285814,ST,682264,1486326,raichur,ST,NA,8,45.9,41.89,no,256497,37.59,2.5,GEKA108383,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-600344,Karnataka,15,6,2009,4,0,4,1,pakkirappa.s.,M,BJP,316450,ST,682264,1486326,raichur,ST,NA,8,45.9,46.38,no,30636,4.49,2.5,GEKA16613,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,5th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.49,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-600344,Karnataka,14,3,2004,4,0,3,2,raja madangopal nayak,M,JD(S),288916,ST,825096,1413018,raichur,GEN,NA,4,58.39,35.02,no,90112,10.92,3.33,AEKA11286,State-based Party,10979,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-600344,Karnataka,13,3,1999,9,0,3,1,a. venkatesh naik,M,INC,359946,ST,686443,1226104,raichur,GEN,NA,5,55.99,52.44,no,172206,25.09,2.86,AEKA1296,National Party,3482,TRUE,4,INC,3482,RAICHUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,25.09,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-600344,Karnataka,13,3,1999,9,0,3,2,abdul samad siddiq,M,JD(U),187740,NA,686443,1226104,raichur,GEN,NA,5,55.99,27.35,no,123896,18.05,2.86,AEKA11297,State-based Party,11002,TRUE,2,LS,5137,RAICHUR,TRUE,FALSE,0,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,4,12,16,3.5,14.5,20.5,4,18,22,5,5,raichur
11-29-601230,Karnataka,14,4,2004,4,0,3,2,nagappa bheemappa saloni,M,BJP,312535,GEN,894082,1413496,koppal,GEN,NA,6,63.25,34.96,no,153983,17.22,3.23,AEKA127758,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-601230,Karnataka,15,8,2009,4,0,4,2,basavaraj rayareddy,M,INC,209904,GEN,754684,1363431,koppal,GEN,NA,18,55.35,27.81,no,29524,3.91,3.45,AEKA30009,National Party,3482,TRUE,4,JD(U),11002,KOPPAL,TRUE,FALSE,1,TRUE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-601230,Karnataka,13,4,1999,9,0,3,1,h.g.ramulu,M,INC,350599,NA,760573,1243426,koppal,GEN,NA,4,61.17,46.1,no,12512,1.65,2.38,GEKA14616,National Party,3482,TRUE,5,INC,3482,KOPPAL,TRUE,TRUE,4,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.65,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-601230,Karnataka,15,8,2009,4,0,4,1,shivaramagouda shivanagouda,M,BJP,291693,GEN,754684,1363431,koppal,GEN,NA,18,55.35,38.65,no,81789,10.84,3.45,GEKA16646,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.84,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-601230,Karnataka,13,4,1999,9,0,3,2,basavaraj rayareddy,M,JD(U),338087,GEN,760573,1243426,koppal,GEN,NA,4,61.17,44.45,no,281803,37.05,2.38,AEKA30009,State-based Party,11002,TRUE,3,JD,4217,KOPPAL,TRUE,FALSE,1,TRUE,FALSE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-601230,Karnataka,14,4,2004,4,0,3,1,k. virupaxappa,M,INC,356158,GEN,894082,1413496,koppal,GEN,NA,6,63.25,39.84,no,43623,4.88,3.23,GEKA6727,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.88,0,0,0,11,33,40,4,41,57.5,4.5,20,31,5,5,koppal
11-29-602198,Karnataka,15,11,2009,4,0,4,2,kunnur manjunath channappa,M,INC,309123,GEN,798214,1411500,dharwad,GEN,NA,16,56.55,38.73,no,301947,37.83,2.17,GEKA7334,National Party,3482,TRUE,2,BJP,1605,DHARWAD SOUTH,FALSE,FALSE,1,TRUE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,18,91.5,112.5,6.5,63.5,90.5,4.5,120,141,9,9,dharwad
11-29-602198,Karnataka,15,11,2009,4,0,4,1,pralhad joshi,M,BJP,446786,GEN,798214,1411500,dharwad,GEN,NA,16,56.55,55.97,no,137663,17.25,2.17,GEKA16556,National Party,1605,TRUE,2,BJP,1605,DHARWAD NORTH,FALSE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,17.24,0,0,0,18,91.5,112.5,6.5,63.5,90.5,4.5,120,141,9,9,dharwad
11-29-603879,Karnataka,15,10,2009,4,0,4,1,udasi shivkumar chanabasappa,M,BJP,430293,GEN,872241,1371763,haveri,GEN,NA,12,63.59,49.33,no,87920,10.08,2.56,GEKA16666,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,10.08,0,0,0,6,25,31,5,26.5,36,6,37,43,7,8,haveri
11-29-603879,Karnataka,15,10,2009,4,0,4,2,saleem ahamed,M,INC,342373,GEN,872241,1371763,haveri,GEN,NA,12,63.59,39.25,no,296714,34.02,2.56,GEKA16667,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,1,1,6,25,31,5,26.5,36,6,37,43,7,8,haveri
11-29-604584,Karnataka,15,9,2009,4,0,4,2,n.y. hanumanthappa,M,INC,399970,ST,860869,1401258,bellary,ST,NA,7,61.44,46.46,no,383803,44.58,2.27,GEKA16490,National Party,3482,TRUE,2,INC,3482,CHITRADURGA,FALSE,TRUE,1,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,3,5,1.5,17.5,25,3.5,28,33,6,7,bellary
11-29-604584,Karnataka,14,5,2004,4,0,3,1,g. karunakara reddy,M,BJP,318978,GEN,950328,1423161,bellary,GEN,NA,8,66.78,33.57,no,31679,3.33,3.7,GEKA1901,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,3.34,0,0,0,5,3,5,1.5,17.5,25,3.5,28,33,6,7,bellary
11-29-604584,Karnataka,15,9,2009,4,0,4,1,j. shantha,F,BJP,402213,ST,860869,1401258,bellary,ST,NA,7,61.44,46.72,no,2243,0.26,2.27,GEKA16660,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1,0.259999999999998,0,0,0,5,3,5,1.5,17.5,25,3.5,28,33,6,7,bellary
11-29-604584,Karnataka,13,5,1999,9,0,3,2,sushma swaraj,F,BJP,358550,GEN,802055,1213055,bellary,GEN,NA,3,66.12,44.7,no,329695,41.11,2.13,GEDL56405,National Party,1605,FALSE,6,BJP,1605,SOUTH DELHI,FALSE,TRUE,2,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,3,5,1.5,17.5,25,3.5,28,33,6,7,bellary
11-29-604584,Karnataka,14,5,2004,4,0,3,2,kondaiah k c,M,INC,287299,GEN,950328,1423161,bellary,GEN,NA,8,66.78,30.23,no,39457,4.15,3.7,GEKA15499,National Party,3482,TRUE,3,INC,3482,BELLARY,TRUE,TRUE,2,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,5,3,5,1.5,17.5,25,3.5,28,33,6,7,bellary
11-29-605139,Karnataka,15,18,2009,4,0,4,2,dr. b thippeswamy,M,INC,235349,SC,835945,1534169,chitradurga,SC,NA,11,54.49,28.15,no,89221,10.67,3.23,GEKA16300,National Party,3482,TRUE,2,JD,4217,CHITRADURGA,TRUE,FALSE,0,TRUE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-605139,Karnataka,13,7,1999,9,0,3,2,c.p.mudalagiriyappa,M,INC,359615,GEN,831807,1177238,chitradurga,GEN,NA,3,70.66,43.23,no,258216,31.04,2.5,GEKA11430,National Party,3482,TRUE,5,INC,3482,CHITRADURGA,TRUE,TRUE,3,FALSE,TRUE,TRUE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-605139,Karnataka,15,18,2009,4,0,4,1,janardhana swamy,M,BJP,370920,SC,835945,1534169,chitradurga,SC,NA,11,54.49,44.37,no,135571,16.22,3.23,AEKA412,National Party,1605,TRUE,2,IND,10809,BANGALORE NORTH,FALSE,FALSE,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,16.22,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-605139,Karnataka,14,7,2004,4,0,3,1,n.y. hanumanthappa,M,INC,322609,GEN,918905,1316427,chitradurga,GEN,NA,6,69.8,35.11,no,37460,4.08,3.45,GEKA16490,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),1,4.08,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-605139,Karnataka,14,7,2004,4,0,3,2,kodandaramaiah p,M,JD(S),285149,GEN,918905,1316427,chitradurga,GEN,NA,6,69.8,31.03,no,43985,4.79,3.45,GEKA15536,State-based Party,10979,TRUE,3,LS,5137,CHITRADURGA,TRUE,FALSE,1,TRUE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-605139,Karnataka,13,7,1999,9,0,3,1,shashi kumar,M,JD(U),370793,ST,831807,1177238,chitradurga,GEN,NA,3,70.66,44.58,no,11178,1.34,2.5,AEKA4299,State-based Party,11002,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),1,1.35,0,0,0,19,16,25,4,33,52,3.5,99,123,10,6,chitradurga
11-29-606204,Karnataka,15,13,2009,4,0,4,2,s.s. mallikarjuna,M,INC,421423,GEN,907277,1344920,davanagere,GEN,NA,28,67.46,46.45,no,410934,45.29,2.27,GEKA1928,National Party,3482,TRUE,2,INC,3482,DAVANGERE,FALSE,TRUE,0,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),0,NA,0,0,0,3,13.5,16.5,5,12,16.5,4,19,22,7,7,davanagere
