State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,district,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,total_light1996,total_light_cal1996,max_light1996,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,total_light2013,total_light_cal2013,max_light2013,pc91_pca_tot_p,pc01_pca_tot_p,pc11_pca_tot_p,pc96_pca_tot_p,pc99_pca_tot_p,pc04_pca_tot_p,pc09_pca_tot_p,pc14_pca_tot_p,vote_share_diff,population,total_light_diff,max_light_diff,total_light_cal_diff,education,year_1996,year_1999,year_2004,year_2009,dynast_wiki,dynast_pdf,dynast
Bihar,14,37,2004,4,0,3,1,NIKHIL KUMAR,1,INC,290009,GEN,767238,1401973,aurangabad,GEN,NA,13,54.73,37.8,no,7460,0.97,3.23,GEBR74192,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,0.9699999999999989,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,9,0,0,1,0,0,1,1
Bihar,14,37,2004,4,0,3,1,NIKHIL KUMAR,1,INC,290009,GEN,767238,1401973,aurangabad,GEN,NA,13,54.73,37.8,no,7460,0.97,3.23,GEBR74192,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,13.36,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,9,0,0,1,0,0,1,1
Bihar,14,37,2004,4,0,3,2,SUSHIL KUMAR SINGH,1,JD(U),282549,GEN,767238,1401973,aurangabad,GEN,NA,13,54.73,36.83,no,175661,22.9,3.23,GEBR52497,State-based Party,11002,TRUE,4,JD(U),11002,AURANGABAD,TRUE,TRUE,1,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,-0.9699999999999989,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,9,0,0,1,0,0,0,0
Bihar,14,37,2004,4,0,3,2,SUSHIL KUMAR SINGH,1,JD(U),282549,GEN,767238,1401973,aurangabad,GEN,NA,13,54.73,36.83,no,175661,22.9,3.23,GEBR52497,State-based Party,11002,TRUE,4,JD(U),11002,AURANGABAD,TRUE,TRUE,1,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,-13.36,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,9,0,0,1,0,0,0,0
Maharashtra,14,33,2004,4,0,3,1,CHANDRAKANT KHAIRE,1,SHS,477900,GEN,912571,1636117,aurangabad,GEN,NA,11,55.78,52.37,no,121923,13.36,2.38,GEMH70725,State-based Party,18691,TRUE,2,SHS,18691,AURANGABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,0.9699999999999989,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,7,0,0,1,0,0,0,0
Maharashtra,14,33,2004,4,0,3,1,CHANDRAKANT KHAIRE,1,SHS,477900,GEN,912571,1636117,aurangabad,GEN,NA,11,55.78,52.37,no,121923,13.36,2.38,GEMH70725,State-based Party,18691,TRUE,2,SHS,18691,AURANGABAD,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,13.36,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,7,0,0,1,0,0,0,0
Maharashtra,14,33,2004,4,0,3,2,RAMKRUSHNA BABA PATIL,1,INC,355977,GEN,912571,1636117,aurangabad,GEN,NA,11,55.78,39.01,no,333450,36.54,2.38,GEMH66251,National Party,3482,TRUE,2,INC,3482,AURANGABAD,TRUE,TRUE,1,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,-0.9699999999999989,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,2,0,0,1,0,0,0,0
Maharashtra,14,33,2004,4,0,3,2,RAMKRUSHNA BABA PATIL,1,INC,355977,GEN,912571,1636117,aurangabad,GEN,NA,11,55.78,39.01,no,333450,36.54,2.38,GEMH66251,National Party,3482,TRUE,2,INC,3482,AURANGABAD,TRUE,TRUE,1,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,-13.36,4240357.5,-0.1162676554049078,-0.08385629538106087,-0.1662886847448064,2,0,0,1,0,0,0,0
Uttar_Pradesh,14,77,2004,4,0,3,1,AJIT SINGH,1,RLD,353181,GEN,656900,1570374,baghpat,GEN,NA,14,41.83,53.76,no,220638,33.59,2.78,AEUP202253,State-based Party,12169,TRUE,7,RLD,12169,BAGHPAT,TRUE,TRUE,6,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,33.58,1091641,0.2779851113306151,0.31743522822960735,0.13715773474210557,9,0,0,1,0,1,1,1
Uttar_Pradesh,14,77,2004,4,0,3,2,AULAD ALI,1,BSP,132543,GEN,656900,1570374,baghpat,GEN,NA,14,41.83,20.18,no,30226,4.6,2.78,GEUP78344,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),11184,14139,2242,6736.5,8584.5,1464.5,7202,10047,1473.5,9510,11524,2024,15650,13451,3032,1026094,1157188,1297288,1091641,1130969.2,1199218,1269268,1336466.0999999978,-33.58,1091641,0.2779851113306151,0.31743522822960735,0.13715773474210557,2,0,0,1,0,0,0,0
Uttar_Pradesh,14,27,2004,4,0,3,1,RUBAB SAYEDA,0,SP,188949,GEN,549537,1423646,bahraich,GEN,NA,10,38.6,34.38,no,26334,4.79,3.57,GEUP72068,State-based Party,7425,TRUE,2,SP,7425,BAHRAICH,TRUE,TRUE,1,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),4625,5843,1790,3965.5,5030,1554,2854.5,6457.5,1139.5,5332,11132,2149,4975,14614,1955,2056701,2657862,3442545,2357281.5,2537629.8,2893266.9,3285608.4,3619834.599999994,4.790000000000003,2357281.5,0.6248297058942862,0.6344130479567713,0.5445815976757871,9,0,0,1,0,0,1,1
Uttar_Pradesh,14,27,2004,4,0,3,2,BHAGAT RAM MISHRA,1,BSP,162615,GEN,549537,1423646,bahraich,GEN,NA,10,38.6,29.59,no,18835,3.43,3.57,GEUP79425,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),4625,5843,1790,3965.5,5030,1554,2854.5,6457.5,1139.5,5332,11132,2149,4975,14614,1955,2056701,2657862,3442545,2357281.5,2537629.8,2893266.9,3285608.4,3619834.599999994,-4.790000000000003,2357281.5,0.6248297058942862,0.6344130479567713,0.5445815976757871,9,0,0,1,0,0,0,0
Madhya_Pradesh,14,12,2004,4,0,3,1,GAURI SHANKAR CHATURBHUJ BISEN,1,BJP,193982,GEN,609321,1000341,balaghat,GEN,NA,10,60.91,31.84,no,88089,14.46,5.26,AEMP7512,National Party,1605,TRUE,4,BJP,1605,BALAGHAT,TRUE,TRUE,2,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11208,14080,2584,10643.5,13138,2539,7751,14090,1906.5,7177,15634,1773,19221,28705,4311,1333021,1461459,1662701,1397240,1435771.4,1521831.6,1622452.6,1700019,14.46,1397240,-0.07694039885143944,-0.07259607322341122,0.10398270388754938,9,0,0,1,0,0,1,1
Madhya_Pradesh,14,12,2004,4,0,3,2,KANKAR MUNJARE,1,JP,105893,GEN,609321,1000341,balaghat,GEN,NA,10,60.91,17.38,no,8696,1.43,5.26,AEMP5624,State-based Party,4406,TRUE,7,JP,4406,SEONI,FALSE,TRUE,1,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11208,14080,2584,10643.5,13138,2539,7751,14090,1906.5,7177,15634,1773,19221,28705,4311,1333021,1461459,1662701,1397240,1435771.4,1521831.6,1622452.6,1700019,-14.46,1397240,-0.07694039885143944,-0.07259607322341122,0.10398270388754938,7,0,0,1,0,0,0,0
Uttar_Pradesh,14,39,2004,4,0,3,1,CHANDRA SHEKHAR,1,SJP(R),270136,GEN,619762,1430300,ballia,GEN,NA,15,43.33,43.59,no,81054,13.08,3.23,GEUP24266,Local Party,7408,FALSE,9,SJP(R),7408,BALLIA,TRUE,TRUE,8,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11688,14655,5381,2877.5,3622,1444,2913.5,5412.5,1422.5,3605,7040,1858,7244,11232,3783,2039303,2482159,2896679,2260731,2393587.8,2606515,2813775,3030008.0666666627,13.080000000000002,2260731,0.21296666313592016,0.2670847533732976,0.2628970768413428,9,0,0,1,0,0,1,1
Uttar_Pradesh,14,39,2004,4,0,3,2,KAPILDEO YADAV,1,BSP,189082,GEN,619762,1430300,ballia,GEN,NA,15,43.33,30.51,no,79583,12.84,3.23,GEUP77820,State-based Party,16651,FALSE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11688,14655,5381,2877.5,3622,1444,2913.5,5412.5,1422.5,3605,7040,1858,7244,11232,3783,2039303,2482159,2896679,2260731,2393587.8,2606515,2813775,3030008.0666666627,-13.080000000000002,2260731,0.21296666313592016,0.2670847533732976,0.2628970768413428,9,0,0,1,0,0,0,0
Rajasthan,14,16,2004,4,0,3,1,DHAN SINGH RAWAT,1,BJP,269239,ST,666098,1373808,banswara,ST,NA,7,48.49,40.42,no,21683,3.26,3.23,GERJ76583,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),10022,12574,2822,7847.5,9593,2447,8882.5,14164.5,2707.5,11392,17176,3276,19801,23720,5848,1006088,1277337,1625012,1141712.5,1223087.2,1381639.5,1555477,1705112.9333333373,3.25,1141712.5,0.24882830575657522,0.19059746609781492,0.1927742261873835,8,0,0,1,0,1,0,1
Rajasthan,14,16,2004,4,0,3,2,PRABHULAL RAWAT,1,INC,247556,ST,666098,1373808,banswara,ST,NA,7,48.49,37.17,no,169000,25.37,3.23,GERJ23814,National Party,3482,TRUE,4,INC,3482,BANSWARA,TRUE,TRUE,2,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),10022,12574,2822,7847.5,9593,2447,8882.5,14164.5,2707.5,11392,17176,3276,19801,23720,5848,1006088,1277337,1625012,1141712.5,1223087.2,1381639.5,1555477,1705112.9333333373,-3.25,1141712.5,0.24882830575657522,0.19059746609781492,0.1927742261873835,2,0,0,1,0,0,0,0
Uttar_Pradesh,14,25,2004,4,0,3,1,KAMLA PRASAD,1,BSP,196370,SC,540251,1214993,bara banki,SC,NA,11,44.47,36.35,no,20922,3.87,3.45,GEUP84232,State-based Party,16651,TRUE,3,AIIC(T),8871,BARA BANKI,TRUE,FALSE,2,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),8586,10809,3606,5896.5,7440.5,2511,7252,11914.5,2949.5,13565,18816,5498,17877,21457,7252,2051583,2597255,3164048,2324419,2488120.6,2767292.9,3050689.4,3327397.5833333284,3.8700000000000045,2324419,0.6262156532182903,0.6227487252820616,0.4569514259570582,7,0,0,1,0,0,1,1
Uttar_Pradesh,14,25,2004,4,0,3,2,RAM SAGAR,1,SP,175448,SC,540251,1214993,bara banki,SC,NA,11,44.47,32.48,no,59454,11,3.45,GEUP84113,State-based Party,7425,TRUE,8,SP,7425,BARA BANKI,TRUE,TRUE,5,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),8586,10809,3606,5896.5,7440.5,2511,7252,11914.5,2949.5,13565,18816,5498,17877,21457,7252,2051583,2597255,3164048,2324419,2488120.6,2767292.9,3050689.4,3327397.5833333284,-3.8700000000000045,2324419,0.6262156532182903,0.6227487252820616,0.4569514259570582,7,0,0,1,0,0,0,0
Chhattisgarh,14,9,2004,4,0,3,1,BALIRAM KASHYAP,1,BJP,212893,ST,450425,1039442,bastar,ST,NA,8,43.33,47.26,no,54373,12.07,2.94,GECG20630,National Party,1605,TRUE,5,BJP,1605,BASTAR,TRUE,TRUE,3,FALSE,TRUE,TRUE,8th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),2314,2909,602,2947,3480,727,3441,9364,865.5,5837,15986,1420,10603,26845,2517,995228,1175912,1382091,1085570,1139775.2,1237765.7,1340855.2,1435871.2833333313,12.07,1085570,0.5284548394063115,0.49510477597904323,0.5348407895751635,4,0,0,1,0,0,0,0
Chhattisgarh,14,9,2004,4,0,3,2,MAHENDRA KARMA,1,INC,158520,ST,450425,1039442,bastar,ST,NA,8,43.33,35.19,no,127912,28.4,2.94,GECG25098,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),2314,2909,602,2947,3480,727,3441,9364,865.5,5837,15986,1420,10603,26845,2517,995228,1175912,1382091,1085570,1139775.2,1237765.7,1340855.2,1435871.2833333313,-12.07,1085570,0.5284548394063115,0.49510477597904323,0.5348407895751635,7,0,0,1,0,0,1,1
Uttar_Pradesh,14,30,2004,4,0,3,1,LAL MANI PRASAD,1,BSP,155223,SC,576404,1416526,basti,SC,NA,13,40.69,26.93,no,25374,4.4,5,GEUP61339,State-based Party,16651,TRUE,4,BSP,16651,BASTI,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),7223,9081,5169,6953.5,9040.5,4914.5,6447.5,10011,4520.5,9665,13282,6885,10014,13189,7147,1396696,1728955,2043126,1562825.5,1662503.2,1823206.3,1980291.8,2143105.166666664,4.399999999999999,1562825.5,0.40481865388693095,0.420722524985333,0.28272524668117605,7,0,0,1,0,0,0,0
Uttar_Pradesh,14,30,2004,4,0,3,2,SRIRAM CHAUHAN,1,BJP,129849,SC,576404,1416526,basti,SC,NA,13,40.69,22.53,no,2100,0.36,5,AEUP110319,National Party,1605,TRUE,4,BJP,1605,BASTI,TRUE,TRUE,3,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),7223,9081,5169,6953.5,9040.5,4914.5,6447.5,10011,4520.5,9665,13282,6885,10014,13189,7147,1396696,1728955,2043126,1562825.5,1662503.2,1823206.3,1980291.8,2143105.166666664,-4.399999999999999,1562825.5,0.40481865388693095,0.420722524985333,0.28272524668117605,9,0,0,1,0,1,0,1
Bihar,14,30,2004,4,0,3,1,RAJIV RANJAN SINGH,1,JD(U),301562,GEN,678667,1280963,begusarai,GEN,NA,9,52.98,44.43,no,20491,3.02,2.63,GEBR74109,State-based Party,11002,TRUE,2,JP,4406,CHAPRA,FALSE,FALSE,1,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),4961,6279,1731,4113.5,5038,1557.5,4549,6783,1701,4710,7047,1682,10329,10805,3589,1378252,1834233,2314810,1606242.5,1743036.8,1978406.1,2218694.6,2451194.3666666746,3.009999999999998,1606242.5,0.034780479440460255,-0.011232751862968016,0.03818251238094206,7,0,0,1,0,0,0,0
Bihar,14,30,2004,4,0,3,2,KRISHNA SAHI,0,INC,281071,GEN,678667,1280963,begusarai,GEN,NA,9,52.98,41.42,no,219719,32.38,2.63,GEBR26394,National Party,3482,TRUE,6,INC,3482,BEGUSARAI,TRUE,TRUE,3,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),4961,6279,1731,4113.5,5038,1557.5,4549,6783,1701,4710,7047,1682,10329,10805,3589,1378252,1834233,2314810,1606242.5,1743036.8,1978406.1,2218694.6,2451194.3666666746,-3.009999999999998,1606242.5,0.034780479440460255,-0.011232751862968016,0.03818251238094206,8,0,0,1,0,1,1,1
Bihar,14,27,2004,4,0,3,1,SUSHIL KUMAR MODI,1,BJP,345151,GEN,757287,1388037,bhagalpur,GEN,NA,10,54.56,45.58,no,117853,15.56,3.03,GEBR74081,National Party,1605,FALSE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),8174,10291,2970,6297.5,7719.5,2379,6339,9407,2356,9339,12411,3541,13253,13917,4699,1706482,2165103,2691189,1935792.5,2073378.8,2322928.8,2585971.8,2827650.8833333254,15.569999999999997,1935792.5,0.3874781528255511,0.40744390734042657,0.2771290831575701,9,0,0,1,0,0,1,1
Bihar,14,27,2004,4,0,3,2,SUBODH RAY,1,CPM,227298,GEN,757287,1388037,bhagalpur,GEN,NA,10,54.56,30.01,no,97234,12.84,3.03,GEBR73551,National Party,14635,FALSE,2,CPM,14635,BHAGALPUR,TRUE,TRUE,1,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),8174,10291,2970,6297.5,7719.5,2379,6339,9407,2356,9339,12411,3541,13253,13917,4699,1706482,2165103,2691189,1935792.5,2073378.8,2322928.8,2585971.8,2827650.8833333254,-15.569999999999997,1935792.5,0.3874781528255511,0.40744390734042657,0.2771290831575701,7,0,0,1,0,0,0,0
Rajasthan,14,20,2004,4,0,3,1,VIJAYENDRAPAL SINGH,1,BJP,317292,GEN,619696,1233703,bhilwara,GEN,NA,4,50.23,51.2,no,60652,9.79,2.33,AERJ3595,National Party,1605,TRUE,2,BJP,1605,BHILWARA,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),24013,30023,3788,30909,38294.5,4730.5,34380.5,50741,4965,36401,50136,5720,46091,55457,7259,1583244,1954258,2315974,1768751,1880055.2,2062772.8,2243630.8,2427433.1666666716,9.790000000000006,1768751,0.0571067036047026,0.1415555078945694,-0.011994949371464614,7,0,0,1,0,0,1,1
Rajasthan,14,20,2004,4,0,3,2,KAILASH VYAS,1,INC,256640,GEN,619696,1233703,bhilwara,GEN,NA,4,50.23,41.41,no,231744,37.4,2.33,AERJ4918,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Literate,Other,NA,NA,NA,Lok Sabha Election (GE),24013,30023,3788,30909,38294.5,4730.5,34380.5,50741,4965,36401,50136,5720,46091,55457,7259,1583244,1954258,2315974,1768751,1880055.2,2062772.8,2243630.8,2427433.1666666716,-9.790000000000006,1768751,0.0571067036047026,0.1415555078945694,-0.011994949371464614,2,0,0,1,0,0,0,0
Madhya_Pradesh,14,19,2004,4,0,3,1,KAILASH JOSHI,1,BJP,561563,GEN,858463,1847544,bhopal,GEN,NA,10,46.47,65.41,no,306005,35.65,1.92,AEMP8115,National Party,1605,TRUE,2,BJP,1605,RAJGARH,FALSE,TRUE,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),27852,33672,2889,26648.5,31311.5,2789.5,24542.5,30872,2199.5,25883,30196,2108,37058,30907,4081,1349794,1842657,2369856,1596225.5,1744084.4,2000816.7,2264416.2,2517142.6333333254,35.64,1596225.5,0.05318007395905511,-0.042490431127521155,-0.022140158957940415,5,0,0,1,0,0,1,1
Madhya_Pradesh,14,19,2004,4,0,3,2,SAJID ALI,1,INC,255558,GEN,858463,1847544,bhopal,GEN,NA,10,46.47,29.77,no,238846,27.82,1.92,GEMP78993,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),27852,33672,2889,26648.5,31311.5,2789.5,24542.5,30872,2199.5,25883,30196,2108,37058,30907,4081,1349794,1842657,2369856,1596225.5,1744084.4,2000816.7,2264416.2,2517142.6333333254,-35.64,1596225.5,0.05318007395905511,-0.042490431127521155,-0.022140158957940415,7,0,0,1,0,0,0,0
Rajasthan,14,2,2004,4,0,3,1,DHARMENDRA,1,BJP,517802,GEN,1077364,1900686,bikaner,GEN,NA,13,56.68,48.06,no,57175,5.31,2.44,GERJ76474,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),23494,29530,1858,33598.5,42214.5,2320.5,40449.5,67996.5,2399,54345,88417,3481,82606,118061,5004,951933,1247850,1589691,1099891.5,1188666.6,1350402.3,1521322.8,1677700.6999999955,5.300000000000004,1099891.5,0.295298330526478,0.3722676249717445,0.26260802558393515,6,0,0,1,0,0,1,1
Rajasthan,14,2,2004,4,0,3,2,RAMESHWAR LAL,1,INC,460627,GEN,1077364,1900686,bikaner,GEN,NA,13,56.68,42.76,no,421898,39.16,2.44,GERJ76467,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,NA,Other,NA,NA,NA,Lok Sabha Election (GE),23494,29530,1858,33598.5,42214.5,2320.5,40449.5,67996.5,2399,54345,88417,3481,82606,118061,5004,951933,1247850,1589691,1099891.5,1188666.6,1350402.3,1521322.8,1677700.6999999955,-5.300000000000004,1099891.5,0.295298330526478,0.3722676249717445,0.26260802558393515,NA,0,0,1,0,0,0,0
Uttar_Pradesh,14,74,2004,4,0,3,1,KALYAN SINGH,1,BJP,258284,GEN,685261,1226141,bulandshahr,GEN,NA,16,55.89,37.69,no,16651,2.43,3.45,AEUP2318,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),26419,33292,7565,15933,20087,4948.5,13701,19960,4221,13899,19130,4477,33941,31274,9841,2530063,2988302,3475929,2759182.5,2896654.2,3134590.1,3378403.6,3612910.899999991,2.4299999999999997,2759182.5,0.014348072231650022,0.058881112458466944,-0.042472487431156836,8,0,0,1,0,1,1,1
Uttar_Pradesh,14,74,2004,4,0,3,2,BADRUL ISLAM,1,RLD,241633,GEN,685261,1226141,bulandshahr,GEN,NA,16,55.89,35.26,no,122529,17.88,3.45,GEUP78303,State-based Party,12169,TRUE,1,NA,NA,NA,NA,NA,0,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),26419,33292,7565,15933,20087,4948.5,13701,19960,4221,13899,19130,4477,33941,31274,9841,2530063,2988302,3475929,2759182.5,2896654.2,3134590.1,3378403.6,3612910.899999991,-2.4299999999999997,2759182.5,0.014348072231650022,0.058881112458466944,-0.042472487431156836,7,0,0,1,0,0,0,0
Uttar_Pradesh,14,47,2004,4,0,3,1,KAILASH NATH SINGH YADAV,1,BSP,204625,GEN,704435,1580853,chandauli,GEN,NA,14,44.56,29.05,no,1669,0.24,4.35,GEUP40153,State-based Party,16651,TRUE,4,JP,4406,CHANDAULI,TRUE,FALSE,2,TRUE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),11282,14046,5626,8009.5,9886,4078.5,6607.5,9413,3354.5,6906,9437,3597,12473,12538,6879,1129770,1456834,1736221,1293302,1391421.2,1540650.1,1680343.6,1835134.8166666627,0.240000000000002,1293302,0.044185231471493225,0.06979743669267968,0.0025464204741130203,7,0,0,1,0,0,1,1
Uttar_Pradesh,14,47,2004,4,0,3,2,ANAND RATNA MAURYA,1,SP,202956,GEN,704435,1580853,chandauli,GEN,NA,14,44.56,28.81,no,21141,3,4.35,GEUP48576,State-based Party,7425,TRUE,5,BJP,1605,CHANDAULI,TRUE,FALSE,3,TRUE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),11282,14046,5626,8009.5,9886,4078.5,6607.5,9413,3354.5,6906,9437,3597,12473,12538,6879,1129770,1456834,1736221,1293302,1391421.2,1540650.1,1680343.6,1835134.8166666627,-0.240000000000002,1293302,0.044185231471493225,0.06979743669267968,0.0025464204741130203,8,0,0,1,0,0,0,0
Jharkhand,14,4,2004,4,0,3,1,DHIRENDRA AGARWAL,1,RJD,121464,GEN,435504,978364,chatra,GEN,NA,16,44.51,27.89,no,18855,4.33,5,GEBR43876,State-based Party,12103,TRUE,5,BJP,1605,CHATRA,TRUE,FALSE,3,TRUE,FALSE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),928,1176,309,1396.5,1695,433,1139,3744,446,1309,5924,508,2481,10781,899,571340,738130,950031,654735,704772,801700.3,907650.8,999316.1499999985,4.330000000000002,654735,0.1391128024627184,0.13016249555841775,0.45885733779020654,10,0,0,1,0,0,0,0
Jharkhand,14,4,2004,4,0,3,2,INDER SINGH NAMDHARI,1,JD(U),102609,GEN,435504,978364,chatra,GEN,NA,16,44.51,23.56,no,2947,0.68,5,GEBR35468,State-based Party,11002,TRUE,3,JD,4217,JAMSHEDPUR,FALSE,FALSE,0,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),928,1176,309,1396.5,1695,433,1139,3744,446,1309,5924,508,2481,10781,899,571340,738130,950031,654735,704772,801700.3,907650.8,999316.1499999985,-4.330000000000002,654735,0.1391128024627184,0.13016249555841775,0.45885733779020654,7,0,0,1,0,0,1,1
