State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,district,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,total_light1996,total_light_cal1996,max_light1996,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,total_light2013,total_light_cal2013,max_light2013,pc91_pca_tot_p,pc01_pca_tot_p,pc11_pca_tot_p,pc96_pca_tot_p,pc99_pca_tot_p,pc04_pca_tot_p,pc09_pca_tot_p,pc14_pca_tot_p,vote_share_diff,population,total_light_diff,max_light_diff,total_light_cal_diff,education,year_1996,year_1999,year_2004,year_2009,Andhra_Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Goa,Gujarat,Haryana,Himachal_Pradesh,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya_Pradesh,Maharashtra,Odisha,Puducherry,Punjab,Rajasthan,Tamil_Nadu,Uttar_Pradesh,Uttarakhand,West_Bengal,dynast_wiki,dynast_pdf,dynast,dynast_2004,dynast_1999,transition
Rajasthan,15,5,2009,4,0,4,1,mahadev singh,1,INC,324812,GEN,725265,1507740,sikar,GEN,NA,16,48.1,44.79,no,149426,20.6,3.23,AERJ5536,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),59755,75316,6759,55255,68080,6224,55495,74525,6128,83388,98376,9150,113124,95671,12366,1806619,2201774,2578315,2004196.5,2122743,2314736.3,2503006.8,2697171.7333333194,20.61,2004196.5,0.3049801480818246,0.3011968918489458,-0.02788164963722828,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
Haryana,15,3,2009,4,0,4,1,ashok tanwar,1,INC,415584,SC,981239,1309507,sirsa,SC,NA,15,74.93,42.35,no,35499,3.62,2.94,GEHR3396,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),44222,55838,3493,35985.5,44415,3015,42344.5,55695,3324.5,61085,71341,4720,76192,62863,6012,892650,1090076,1258399,991363,1050590.8,1140572.9,1224734.4,1318111.8500000015,3.6099999999999994,991363,0.22099013344842788,0.24194867229326356,-0.12651344188003755,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
Tamil_Nadu,15,31,2009,4,0,4,1,chidambaram  p,1,INC,334348,GEN,775253,1092438,sivaganga,GEN,NA,20,70.97,43.13,no,3354,0.43,2.63,GETN270620,National Party,3482,TRUE,8,INC,3482,SIVAGANGA,TRUE,TRUE,7,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),18287,22904,2697,24406.5,30129,3238.5,23029,31022,2924.5,29196,34605,3749,35444,31845,4544,971938,1082664,1242225,1027301,1060518.8,1130532.3,1210312.8,1274628.8833333328,0.44000000000000483,1027301,0.19392227259567107,0.19231854366507406,-0.08311779647049633,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Bihar,15,18,2009,4,0,4,1,om prakash yadav,1,IND,236194,GEN,641910,1282480,siwan,GEN,NA,15,50.05,36.8,no,63430,9.88,4.55,GEBR74914,Independents,10809,TRUE,2,JD(U),11002,SIWAN,TRUE,FALSE,1,FALSE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),2143,2725,1066,1448,1856.5,697,2003.5,3997.5,970,1503,4353,704,8110,10731,3866,2013231,2518033,3093988,2265632,2417072.6,2690819.5,2978797,3244242.7166666687,9.889999999999997,2265632,1.6856347573564836,1.7031973036102341,0.9022714863748291,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra_Pradesh,15,19,2009,4,0,4,1,killi krupa rani,0,INC,387694,GEN,918772,1226125,srikakulam,GEN,NA,6,74.93,42.2,no,82987,9.03,3.03,GEAP818345,National Party,3482,TRUE,2,INC,3482,SRIKAKULAM,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),28207,35226,7427,27300,33225,7191.5,26506,36532.5,6869,29982,37011,8152,36814,36189,9774,2228559,2460648,2626788,2344603.5,2414230.2,2510490,2593560,2697513.8500000015,9.040000000000006,2344603.5,0.20528100602040666,0.1814625029275394,-0.022459960506081345,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odisha,15,2,2009,4,0,4,1,hemanand biswal,1,INC,280054,ST,766742,1248955,sundargarh,ST,NA,9,61.39,36.53,no,11624,1.52,3.7,GEOD70941,National Party,3482,TRUE,2,INC,3482,DEOGARH,FALSE,TRUE,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),18012,22047,3733,15005.5,17638,3272.5,17637.5,26225,3796,24968,34716,5524,32372,38487,7449,1552666,1798206,2058768,1675436,1749098,1876374.6,2006655.6,2132179.6333333403,1.5200000000000031,1675436,0.25969884666497656,0.2989775596470938,0.10311984615331404,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,15,9,2009,4,0,4,1,koli patel somabhai gandalal,1,INC,247710,GEN,586317,1475820,surendranagar,GEN,NA,20,39.73,42.25,no,4831,0.82,2.86,GEGJ37222,National Party,3482,TRUE,6,BJP,1605,SURENDRANAGAR,TRUE,FALSE,4,TRUE,TRUE,TRUE,5th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),44807,56166,3480,56572,69700.5,4042.5,49842.5,69558.5,3322,49060,62873,3608,61490,64919,4753,1203088,1497932,1738543,1350510,1438963.2,1570115.3,1690420.8,1827900.0833333358,0.8299999999999983,1350510,0.22583052113503577,0.2756223954314958,0.03202352018527321,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamil_Nadu,15,30,2009,4,0,4,1,palanimanickam.s.s,1,DMK,408343,GEN,807776,1054118,thanjavur,GEN,NA,13,76.63,50.55,no,101787,12.6,2.44,GETN33124,State-based Party,10192,TRUE,8,DMK,10192,THANJAVUR,TRUE,TRUE,5,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),25906,32677,5352,30539,37218,6504,31185,40852,6627,38031,44538,7927,40482,34014,8359,1786554,1916028,2055881,1851291,1890133.2,1957983.9,2027910.4,2094550.2166666687,12.599999999999994,1851291,0.06245581424864355,0.05306414886199917,-0.26957055279324393,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tamil_Nadu,15,24,2009,4,0,4,1,kumar.p,1,ADMK,298710,GEN,718207,1067193,tiruchirappalli,GEN,NA,24,67.3,41.59,no,4335,0.6,2.86,GETN10685,State-based Party,930,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),31705,39469,3518,37010.5,44872.5,4101,34296.5,44625.5,3723,44439,51428,4897,52813,43742,5887,2010732,2324345,2608991,2167538.5,2261622.4,2409738.8,2552061.8,2703557.6833333373,0.6000000000000014,2167538.5,0.17263991026017322,0.18412375732594377,-0.16187403228164143,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tamil_Nadu,15,38,2009,4,0,4,1,ramasubbu s,1,INC,274932,GEN,700788,1059687,tirunelveli,GEN,NA,21,66.13,39.23,no,21303,3.04,3.33,AETN207575,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),34940,43952,3563,42372,51691,4249.5,39137,51577,3912.5,53523,62165,5393,65283,54181,6613,1821886,2252431,2567554,2037158.5,2166322,2346967.9,2504529.4,2698641.200000003,3.039999999999999,2037158.5,0.1986201974215902,0.20393559233743552,-0.1374618469230775,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Karnataka,15,19,2009,4,0,4,1,g.s. basavaraj,1,BJP,331064,GEN,899784,1388773,tumkur,GEN,NA,10,64.79,36.79,no,21445,2.38,3.33,AEKA8028,National Party,1605,TRUE,6,INC,3482,TUMKUR,TRUE,FALSE,4,TRUE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),50486,62766,12434,52321,64712.5,12805,53609,73140.5,12521,62921,76090,15348,86887,79445,21043,2252747,2554862,2647414,2403804.5,2494439,2582627.6,2628903.6,2741541.2166666687,2.3800000000000026,2403804.5,0.3227284525808649,0.3155827908717814,0.04314810815189851,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rajasthan,15,19,2009,4,0,4,1,raghuvir singh meena,1,INC,411510,ST,758240,1564137,udaipur,ST,NA,8,48.48,54.27,no,164925,21.75,2.5,GERJ9484,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),29699,36827,5536,29740.5,36418,5760.5,31088,46114.5,5731,39675,55221,7409,55515,64499,10533,1959893,2382365,2941516,2171129,2297870.6,2550110.3,2829685.8,3065979.6166666746,21.75,2171129,0.3359319880937566,0.351817708419885,0.15530640408687546,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
Madhya_Pradesh,15,22,2009,4,0,4,1,guddu premchand,1,INC,326905,SC,667553,1253686,ujjain,SC,NA,9,53.25,48.97,no,15841,2.37,2.17,AEMP100606,National Party,3482,TRUE,2,INC,3482,UJJAIN,TRUE,TRUE,1,FALSE,FALSE,TRUE,5th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),50905,64156,7616,45605.5,55561.5,6866,32037,44086.5,4800.5,21333,29613,3826,25851,32379,4737,1381996,1709705,1984730,1545850.5,1644163.2,1792212.5,1929725,2083920.7666666657,2.3699999999999974,1545850.5,0.19209411535624987,0.21358415292355204,0.08929661040745884,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,15,16,2009,4,0,4,1,raghuvansh prasad singh,1,RJD,284479,GEN,624859,1278891,vaishali,GEN,NA,12,48.86,45.53,no,22308,3.57,2.56,GEBR100074,State-based Party,12103,TRUE,5,RJD,12103,VAISHALI,TRUE,TRUE,5,FALSE,TRUE,TRUE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),5555,7042,2420,3840,4728.5,1416,4937,7571,2080,5906,8575,2328,13175,13303,5566,1918525,2439464,3124811,2178994.5,2335276.2,2645068.1,2987741.6,3278352.5666666627,3.5700000000000003,2178994.5,0.8023523111056949,0.8716671332345083,0.4391385806497645,10,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar_Pradesh,15,77,2009,4,0,4,1,dr. murli manohar joshi,1,BJP,203122,GEN,665490,1561854,varanasi,GEN,EAST,15,42.61,30.52,no,17211,2.59,4.55,GEUP62210,National Party,1605,TRUE,7,BJP,1605,ALLAHABAD,FALSE,TRUE,5,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),21647,26430,9217,19625,23205,8234,14980,18935,5681,19971,22534,8165,23108,18752,10038,2281168,2855611,3317144,2568389.5,2740722.4,2994070.9,3224837.4,3491358.7333333194,2.5799999999999983,2568389.5,0.1458976566323429,0.20652116481031335,-0.18372486634737228,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tamil_Nadu,15,8,2009,4,0,4,1,abdul rahman,1,DMK,360474,GEN,723529,1010067,vellore,GEN,NA,24,71.63,49.82,no,107393,14.84,2.63,GETN10000,State-based Party,10192,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),43106,54547,7593,49104,60237.5,8657,44807.5,58877.5,7786,59465,69176,10329,68210,56383,11905,2847145,3317082,3793376,3082113.5,3223094.6,3459970.2,3698117.2,3934251.149999991,14.840000000000003,3082113.5,0.13720327748741923,0.14200300691432943,-0.2044862870294999,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
Andhra_Pradesh,15,21,2009,4,0,4,1,daggubati purandeswari,0,INC,368812,GEN,1012261,1387482,visakhapatnam,GEN,NA,15,72.96,36.43,no,66686,6.59,3.7,GEAP818507,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),21125,26509,4236,22597,27365,4629.5,24264,36381,4726.5,39817,53115,8358,48557,55188,9705,2084236,2298911,2459772,2191573.5,2255976,2347169.3,2427599.8,2525071.3999999985,6.579999999999998,2191573.5,0.1984444088283439,0.14942205259525032,0.03828616411380992,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra_Pradesh,15,15,2009,4,0,4,1,rajaiah siricilla,1,INC,396568,SC,1030525,1486617,warangal,SC,NA,15,69.32,38.48,no,124661,12.1,4,GEAP818456,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),56518,70431,5269,59906.5,72847.5,5618.5,55362.5,75788.5,5116,80534,96993,7337,106946,96646,9713,2804598,3244027,3511298,3024312.5,3156141.2,3324208.3,3457843.8,3645996,12.089999999999996,3024312.5,0.28364457867049886,0.28053515468833545,-0.0035839925989549215,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,15,8,2009,4,0,4,1,datta meghe,1,INC,352853,GEN,769132,1408781,wardha,GEN,NA,16,54.6,45.88,no,95918,12.47,2.86,GEMH45985,National Party,3482,TRUE,5,NCP,5792,WARDHA,TRUE,FALSE,4,TRUE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),23065,28938,4403,23009,28389.5,4508.5,23449,32751,4320.5,17369,24025,3598,35016,34601,6486,1053375,1205611,1268899,1129493,1175163.8,1224597.4,1256241.4,1316052.2666666657,12.470000000000006,1129493,0.7011180918167188,0.5892678723567855,0.36478762852377855,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
