State_Name,Assembly_No,Constituency_No,Year,month,Poll_No,DelimID,Position,Candidate,Sex,Party,Votes,Candidate_Type,Valid_Votes,Electors,district,Constituency_Type,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_Type_TCPD,Party_ID,last_poll,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,MyNeta_education,TCPD_Prof_Main,TCPD_Prof_Main_Desc,TCPD_Prof_Second,TCPD_Prof_Second_Desc,Election_Type,total_light1996,total_light_cal1996,max_light1996,total_light1999,total_light_cal1999,max_light1999,total_light2004,total_light_cal2004,max_light2004,total_light2009,total_light_cal2009,max_light2009,total_light2013,total_light_cal2013,max_light2013,pc91_pca_tot_p,pc01_pca_tot_p,pc11_pca_tot_p,pc96_pca_tot_p,pc99_pca_tot_p,pc04_pca_tot_p,pc09_pca_tot_p,pc14_pca_tot_p,vote_share_diff,population,total_light_diff,max_light_diff,total_light_cal_diff,education,year_1996,year_1999,year_2004,year_2009,Andhra_Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Goa,Gujarat,Haryana,Himachal_Pradesh,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya_Pradesh,Maharashtra,Odisha,Puducherry,Punjab,Rajasthan,Tamil_Nadu,Uttar_Pradesh,Uttarakhand,West_Bengal,dynast_wiki,dynast_pdf,dynast,dynast_2004,dynast_1999,transition
Andhra_Pradesh,15,1,2009,4,0,4,1,rathod ramesh,1,TDP,372268,ST,863581,1131211,adilabad,ST,NA,9,76.34,43.11,no,115087,13.33,3.33,AEAP12570,State-based Party,8300,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),50616,63717,7076,51285.5,63272,7457.5,50468,72557,7034,69396,90164,9536,97420,99022,12484,2047157,2445544,2701964,2246350.5,2365866.6,2522470,2650680,2823846.2166666687,13.329999999999998,2246350.5,0.3392022994143158,0.269373714085539,0.09371181334939749,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Uttar_Pradesh,15,18,2009,4,0,4,1,dr. ramshankar,1,BJP,203697,SC,647090,1539683,agra,SC,DOAB,15,42.03,31.48,no,9715,1.5,3.85,GEUP11688,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Doctorate,Other,NA,NA,NA,Lok Sabha Election (GE),31050,37825,6173,30530.5,36658,5757,35946.5,46142,6711.5,52273,59954,10118,65649,53308,13079,2735081,3599289,4395084,3167185,3426447.4,3838027.5,4235925,4655486.616666675,1.5,3167185,0.227842382963658,0.25669187463727106,-0.11749118779876966,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Uttarakhand,15,3,2009,4,0,4,1,pradeep tamta,1,INC,200824,SC,480757,1057379,almora,SC,NA,10,45.47,41.77,no,6950,1.45,2.94,GEUK13752,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),2460,3069,1775,3208,4195,2221.5,6309,9412,4206.5,4974,8097,3341,13581,14656,8650,524136,544065,537286,534100.5,540079.2,542031.3,538641.8,543709.8333333334,1.4400000000000048,534100.5,1.004447411740717,0.9512891575691675,0.5933561852277975,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Haryana,15,1,2009,4,0,4,1,selja,0,INC,322258,SC,866622,1264907,ambala,SC,NA,7,68.51,37.19,no,14570,1.68,3.12,GEHR75765,National Party,3482,TRUE,6,INC,3482,AMBALA,TRUE,TRUE,4,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),27566,34581,6038,26702,32382,5736.5,27498.5,35196.5,5958,37815,42392,8329,41070,31618,9162,792600,992884,1095736,892742,952827.2,1023739.6,1075165.6,1157445.0666666701,1.6899999999999977,892742,0.08257207866047445,0.09532109451134829,-0.29323308651646585,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,15,7,2009,4,0,4,1,adsul anandrao vithoba,1,SHS,314286,SC,732492,1423855,amravati,SC,NA,22,51.44,42.91,no,61716,8.43,3.23,GEMH81305,State-based Party,18691,TRUE,5,SHS,18691,BULDHANA,FALSE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),50130,62638,8002,50228,61736.5,8038.5,45445,62645.5,7101.5,35611,47893,6135,65828,64966,10397,2189287,2590876,2875116,2390081.5,2510558.2,2676148,2818268,2997548.516666673,8.43,2390081.5,0.6143907008383049,0.5275072248329593,0.30489470016945575,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,15,14,2009,4,0,4,1,kachhadia naranbhai,1,BJP,247666,GEN,524621,1312733,amreli,GEN,NA,16,39.96,47.21,no,37317,7.11,2.63,GEGJ3029,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,5th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),45667,57250,3832,52838,64772,4456,37686.5,52233,3023,41297,50998,3495,52670,51100,4383,1298146,1387094,1502911,1342620,1369304.4,1421839.1,1479747.6,1529147.583333332,7.109999999999999,1342620,0.24325617539184918,0.2264000457508999,0.001998080940563085,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra_Pradesh,15,36,2009,4,0,4,1,anantha venkata rami reddy,1,INC,457876,GEN,1000208,1411460,anantapur,GEN,NA,12,70.86,45.78,no,77921,7.79,2.78,AEAP818397,National Party,3482,TRUE,5,INC,3482,ANANTAPUR,TRUE,TRUE,4,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),72020,89953,5242,82589.5,104186.5,5576,76145.5,106850,4884.5,103669,128008,6821,128943,126804,8817,3167707,3631138,4052970,3399422.5,3538451.8,3757687.6,3968603.6,4192692.6166666746,7.789999999999999,3399422.5,0.21816731495104769,0.2566755874323068,-0.009450174719679794,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,15,9,2009,4,0,4,1,pradeep kumar singh,1,BJP,282742,GEN,730456,1311225,araria,GEN,NA,25,55.71,38.71,no,22502,3.08,3.57,GEBR73703,National Party,1605,TRUE,3,IND,10809,PRATAPGARH,FALSE,FALSE,1,FALSE,FALSE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),1492,1886,364,1299,1645.5,321.5,1826.5,4117.5,470,4538,8293,1087,6117,11132,1581,1595555,2134031,2777324,1864793,2026335.8,2327018.9,2648665.4,2937119.850000009,3.0799999999999983,1864793,0.29858539390277805,0.3746359500882628,0.2944120581945775,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
Bihar,15,37,2009,4,0,4,1,sushil kumar singh,1,JD(U),260153,GEN,598309,1376323,aurangabad,GEN,NA,16,43.47,43.48,no,72058,12.04,3.23,GEBR52497,State-based Party,11002,TRUE,5,JD(U),11002,AURANGABAD,TRUE,TRUE,2,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,12.039999999999996,4240357.5,0.2106321186403708,0.36842689914928783,0.03552074427132723,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bihar,15,37,2009,4,0,4,1,sushil kumar singh,1,JD(U),260153,GEN,598309,1376323,aurangabad,GEN,NA,16,43.47,43.48,no,72058,12.04,3.23,GEBR52497,State-based Party,11002,TRUE,5,JD(U),11002,AURANGABAD,TRUE,TRUE,2,FALSE,FALSE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,4.52,4240357.5,0.2106321186403708,0.36842689914928783,0.03552074427132723,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,15,19,2009,4,0,4,1,chandrakant khaire,1,SHS,255896,GEN,731147,1417964,aurangabad,GEN,NA,22,51.56,35,no,33014,4.52,4,GEMH70725,State-based Party,18691,TRUE,3,SHS,18691,AURANGABAD,TRUE,TRUE,3,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,12.039999999999996,4240357.5,0.2106321186403708,0.36842689914928783,0.03552074427132723,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,15,19,2009,4,0,4,1,chandrakant khaire,1,SHS,255896,GEN,731147,1417964,aurangabad,GEN,NA,22,51.56,35,no,33014,4.52,4,GEMH70725,State-based Party,18691,TRUE,3,SHS,18691,AURANGABAD,TRUE,TRUE,3,FALSE,TRUE,TRUE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),67199,83591,9084,70647,85608.5,9344.5,65445.5,89877,8932.5,58262,76108,8214,71922,78860,11873,3671222,4809493,6105778,4240357.5,4581838.8,5198378.5,5846521,6444625.733333349,4.52,4240357.5,0.2106321186403708,0.36842689914928783,0.03552074427132723,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar_Pradesh,15,48,2009,4,0,4,1,r. k. singh patel,1,SP,240948,GEN,619218,1386265,banda,GEN,BUNDELKHAND,15,44.67,38.91,no,34593,5.59,3.57,AEUP104757,State-based Party,7425,TRUE,2,BSP,16651,ALLAHABAD,FALSE,FALSE,1,TRUE,FALSE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),5102,6447,1035,4989.5,6304,1013.5,6084.5,10722.5,1161,3395,9111,593,8094,16340,1588,1234729,1497778,1794247,1366253.5,1445168.2,1586718.7,1734953.2,1872604.6999999955,5.579999999999998,1366253.5,0.8688192854430152,0.9850362428093549,0.5841336147001357,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
West_Bengal,15,36,2009,4,0,4,1,acharia basudeb,1,CPM,469223,GEN,984604,1268563,bankura,GEN,NA,11,77.62,47.66,no,107802,10.95,2.78,GEWB29271,National Party,14635,TRUE,9,CPM,14635,BANKURA,TRUE,TRUE,9,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),28533,36225,11853,26044,32070,10971,27253.5,38848,11463,32525,42027,14161,39157,42015,16964,2685419,3053616,3439220,2869517.5,2979976.6,3169297.2,3362099.2,3549388.9833333194,10.949999999999996,2869517.5,0.18557018154466398,0.1806017443714225,-2.8557150190522407e-4,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Uttar_Pradesh,15,25,2009,4,0,4,1,praveen singh aron,1,INC,220976,GEN,705734,1401423,bareilly,GEN,RUHELKHAND,8,50.36,31.31,no,9338,1.32,3.7,AEUP112718,National Party,3482,TRUE,3,INC,3482,BAREILLY,TRUE,TRUE,1,FALSE,FALSE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),20079,25032,6596,14582.5,17851.5,4337.5,15884.5,22179,4751.5,18823,24674,5646,25413,26710,8086,2777138,3540030,4353169,3158584,3387451.6,3783971.7,4190541.2,4581199.150000006,1.3200000000000003,3158584,0.3001813277754817,0.35918684138728274,0.07928796947259542,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rajasthan,15,17,2009,4,0,4,1,harish choudhary,1,INC,416497,GEN,785199,1441456,barmer,GEN,NA,7,54.47,53.04,no,119106,15.17,2.38,GERJ9422,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),16448,20697,1871,21894.5,26784,2316.5,20584.5,42467,2108.5,25019,58579,2793,37451,89691,4204,1430435,1791962,2371583,1611198.5,1719656.6,1965848.3,2255658.8,2476406.200000003,15.170000000000002,1611198.5,0.4033978756619785,0.40892016605166415,0.4259941590014549,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1
Assam,15,6,2009,4,0,4,1,ismail hussain,1,INC,322137,GEN,901169,1239607,barpeta,GEN,NA,14,72.7,35.75,no,30429,3.38,3.45,GEAS23863,National Party,3482,TRUE,3,INC,3482,BARPETA,TRUE,TRUE,2,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),3726,4700,1534,2541.5,3273,1110,2446.5,4323,1004.5,3169,5705,1312,3876,7442,1635,1118856,1363827,1651956,1241341.5,1314832.8,1450265.7,1594330.2,1724728,3.3800000000000026,1241341.5,0.20138761331973676,0.2200901138273199,0.2657966466103918,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar_Pradesh,15,61,2009,4,0,4,1,arvind kumar chaudhary,1,BSP,268666,GEN,773779,1570657,basti,GEN,NORTH-EAST,16,49.26,34.72,no,105210,13.6,4.76,GEUP13023,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),7223,9081,5169,6953.5,9040.5,4914.5,6447.5,10011,4520.5,9665,13282,6885,10014,13189,7147,1396696,1728955,2043126,1562825.5,1662503.2,1823206.3,1980291.8,2143105.166666664,13.599999999999998,1562825.5,0.035473001247460445,0.03734755605722384,-0.00702658627477426,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
Karnataka,15,2,2009,4,0,4,1,angadi suresh channabasappa,1,BJP,384324,GEN,754561,1378238,belgaum,GEN,NA,10,54.75,50.93,no,118687,15.73,2.56,GEKA16562,National Party,1605,TRUE,2,BJP,1605,BELGAUM,TRUE,TRUE,2,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),59571,74989,6401,73319.5,90492,7381.5,63659.5,87543.5,6203.5,90528,109796,9394,115561,104706,11292,3487104,3919486,4437160,3703295,3833009.6,4074788.2,4333625.2,4565453.066666663,15.729999999999997,3703295,0.24413933395476128,0.18402332278643918,-0.047467675714562674,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya_Pradesh,15,29,2009,4,0,4,1,jyoti dhurve,0,BJP,334939,ST,636555,1286761,betul,ST,NA,16,49.47,52.62,no,97317,15.29,2.38,GEMP6698,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),16174,20325,3523,12672.5,15975,2935,10274,18266,2351.5,6027,16534,1459,18072,31989,4087,1152132,1359282,1532152,1255707,1317852,1411143,1497578,1594868.3333333358,15.29,1255707,1.0981144046647948,1.0300599350414918,0.6599732268736673,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
Odisha,15,7,2009,4,0,4,1,arjun charan sethi,1,BJD,416808,SC,929162,1372356,bhadrak,SC,NA,6,67.71,44.86,no,54938,5.91,2.7,GEOD21074,State-based Party,9079,TRUE,8,BJD,9079,BHADRAK,TRUE,TRUE,7,FALSE,TRUE,TRUE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),3534,4517,1320,5760.5,6891,2184,6794,10210,2602.5,6956,10101,2696,11162,13089,4236,1026380,1225640,1394159,1126010,1185788,1276195.7,1360455.2,1454449.3500000015,5.909999999999997,1126010,0.47291055587420416,0.4518502346890987,0.25913775396253413,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujarat,15,15,2009,4,0,4,1,rajendrasinh ghanshyamsinh rana (rajubhai rana),1,BJP,213376,GEN,623301,1381619,bhavnagar,GEN,NA,16,45.11,34.23,no,5893,0.95,3.45,GEGJ63506,National Party,1605,TRUE,5,BJP,1605,BHAVNAGAR,TRUE,TRUE,5,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),56083,70141,5649,64614,78730.5,6484,49038.5,66318.5,4743,55024,66326,5476,72122,66144,7411,2058395,2455844,2865587,2257119.5,2376354.2,2578766.9,2783638.4,2984616.799999997,0.9399999999999977,2257119.5,0.2705896758192079,0.30259047554301866,-0.0027477936817987825,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,15,7,2009,4,0,4,1,n.dharam singh,1,INC,337957,GEN,779241,1470507,bidar,GEN,NA,27,52.99,43.37,no,39619,5.08,2.94,AEKA127739,National Party,3482,TRUE,2,INC(I),3482,GULBARGA,FALSE,TRUE,2,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),23604,29614,3002,28474.5,35457,3414.5,24408.5,33946,2926.5,30287,37167,3685,43631,40434,5062,1089997,1290365,1446394,1190181,1250291.4,1337173.7,1415188.2,1507243.3833333403,5.079999999999998,1190181,0.3650493293362356,0.31749113648163174,0.08424974439042465,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,15,4,2009,4,0,4,1,ramesh chandappa jigajinagi,1,BJP,308939,SC,649631,1373604,bijapur,SC,NA,10,47.29,47.56,no,42404,6.53,2.5,AEKA3535,National Party,1605,TRUE,4,BJP,1605,CHIKKODI,FALSE,TRUE,4,FALSE,TRUE,TRUE,Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),31595,39901,2677,41115,51418.5,3109,36878.5,57898.5,2740,40824,62821,3320,71901,87535,5347,1716412,2009888,2368067,1863150,1951192.8,2117341.7,2296431.2,2455031.416666664,6.530000000000001,1863150,0.566020029074453,0.476570873038197,0.33174930090379817,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar_Pradesh,15,4,2009,4,0,4,1,sanjay singh chauhan,1,RLD,244587,GEN,707590,1287070,bijnor,GEN,RUHELKHAND,23,54.98,34.57,no,28430,4.02,4.17,GEUP11291,State-based Party,12169,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),19196,24163,9459,9750.5,12369,4825,9767,14753.5,4848.5,11916,16857,6029,15913,19532,7959,2301324,2929725,3440730,2615524.5,2804044.8,3083026.5,3338529,3631206.899999991,4.02,2615524.5,0.28925435037701064,0.27772220431644357,0.1472881454012427,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1
Chhattisgarh,15,5,2009,4,0,4,1,dilip singh judev,1,BJP,347930,GEN,770024,1472793,bilaspur,GEN,NA,28,52.28,45.18,no,20139,2.62,2.63,GECG0000080,National Party,1605,TRUE,2,BJP,1605,JANJGIR,FALSE,TRUE,2,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,Lok Sabha Election (GE),24049,30031,7779,20199,24192,6763,37471.5,51813,11037,51388,62691,14890,86282,75620,23637,566686,2182463,2835318,1374574.5,1859307.6,2378319.5,2704747,3336099.799999982,2.6099999999999994,1374574.5,0.518216319426001,0.4621234342357443,0.18750290179671758,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
West_Bengal,15,42,2009,4,0,4,1,satabdi roy,0,AITC,486553,GEN,1017493,1221893,birbhum,GEN,NA,7,83.27,47.82,no,61519,6.05,2.5,GEWB14716,State-based Party,18228,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),23234,29389,9788,21797,27069,9447,23096,31944.5,9589,21882,28067,9673,36716,34418,15504,2383948,2808089,3261448,2596018.5,2723260.8,2944096.7,3170776.2,3388203.3333333284,6.049999999999997,2596018.5,0.5175482463022458,0.471759555948001,0.20398517434851193,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Bihar,15,33,2009,4,0,4,1,jagada nand singh,1,RJD,132614,GEN,623615,1340892,buxar,GEN,NA,22,46.51,21.27,no,2238,0.36,5.88,GEBR2029,State-based Party,12103,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),1323,1668,534,1507,1842.5,626,1616.5,3038.5,673,1812,3741,777,3898,6307,1627,1018580,1311882,1589007,1165231,1253221.6,1395019.5,1533582,1677267.2166666687,0.35999999999999943,1165231,0.7660323934645819,0.7390527568513905,0.5223071723155055,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,15,22,2009,4,0,4,1,r.dhruvanarayana,1,INC,369970,SC,973693,1433825,chamarajanagar,SC,NA,14,67.91,38,no,4002,0.41,3.45,GEKA5258,National Party,3482,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),12209,15273,2053,14494,17843,2300,16059,22337,2328.5,18962,23778,2838,23895,23948,3665,867418,955510,1011452,911464,937891.6,972292.6,1000263.6,1038415.4333333336,0.4099999999999966,911464,0.2312322555343549,0.25572875660076466,0.007124029626753625,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chandigarh,15,1,2009,4,0,4,1,pawan kumar bansal,1,INC,161042,GEN,343557,524444,chandigarh,GEN,NA,14,65.51,46.87,no,58967,17.16,2.94,GECH46335,National Party,3482,TRUE,6,INC,3482,CHANDIGARH,TRUE,TRUE,4,FALSE,TRUE,TRUE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),7963,8672,63,8574.5,8980,63,8406,8912.5,63,8683,8908,63,9218,6161,63,642015,900635,1055450,771325,848911,947079.5,1024487,1134766.0833333358,17.159999999999997,771325,0.059791003219809014,0,-0.368710647362688,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maharashtra,15,13,2009,4,0,4,1,ahir hansaraj gangaram,1,BJP,301467,GEN,898515,1536352,chandrapur,GEN,NA,23,58.48,33.55,no,32495,3.62,4.17,GEMH57616,National Party,1605,TRUE,5,BJP,1605,CHANDRAPUR,TRUE,TRUE,3,FALSE,TRUE,TRUE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),34055,42497,6628,36508,44391.5,7069.5,32666,45842.5,6190,34673,45264,6682,55247,54164,10179,1742717,2054953,2181819,1898835,1992505.8,2093012.8,2156445.8,2278579.3000000045,3.609999999999996,1898835,0.46585275418635597,0.42090943053563734,0.1795044665613652,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Karnataka,15,18,2009,4,0,4,1,janardhana swamy,1,BJP,370920,SC,835945,1534169,chitradurga,SC,NA,11,54.49,44.37,no,135571,16.22,3.23,AEKA412,National Party,1605,TRUE,2,IND,10809,BANGALORE NORTH,FALSE,FALSE,1,FALSE,FALSE,FALSE,Post Graduate,Other,NA,NA,NA,Lok Sabha Election (GE),24804,30984,3670,28088.5,35058,4065,33018.5,46395,4172.5,42209,52163,5721,49038,49569,6890,1306686,1502553,1636842,1404619.5,1463379.6,1542839.7,1609984.2,1696628.4000000022,16.22,1404619.5,0.1499620393167458,0.18592746973917507,-0.05100779296491531,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andhra_Pradesh,15,42,2009,4,0,4,1,naramalli sivaprasad,1,TDP,434376,SC,1044438,1291921,chittoor,SC,NA,7,80.84,41.59,no,10659,1.02,2.86,GEAP818700,State-based Party,8300,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,Graduate Professional,Other,NA,NA,NA,Lok Sabha Election (GE),67992,85445,9629,71311,88818.5,10042,63445,86094.5,8621,82501,99013,11635,114321,101194,16151,2984104,3380205,3704430,3182154.5,3300984.8,3477472.5,3639585,3824458.2333333194,1.0200000000000031,3182154.5,0.3261998664798451,0.32796417050212057,0.021788311913091718,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madhya_Pradesh,15,7,2009,4,0,4,1,shivraj bhaiya,1,BJP,302673,GEN,599124,1357985,damoh,GEN,NA,21,44.12,50.52,no,70877,11.83,2.44,AEMP8676,National Party,1605,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,12th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),19541,24489,4388,13267.5,16471,3259,9393,15778.5,2319.5,6835,14236,1714,26064,30906,5838,886047,1069325,1245656,977686,1032669.4,1122224.3,1210389.8,1300755.1833333373,11.830000000000005,977686,1.3384985816837762,1.225558452256334,0.775176372163557,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uttar_Pradesh,15,66,2009,4,0,4,1,gorakh prasad jaiswal,1,BSP,219889,GEN,715523,1580745,deoria,GEN,NORTH-EAST,12,45.26,30.73,no,41779,5.84,4.76,GEUP13171,State-based Party,16651,TRUE,1,NA,NA,NA,NA,NA,1,FALSE,FALSE,FALSE,10th Pass,Other,NA,NA,NA,Lok Sabha Election (GE),11755,14751,6495,3574.5,4504,1925,3308.5,5798.5,1838,3981,7277,2222,13640,14999,7777,1967317,2437233,2789567,2202275,2343249.8,2542933.2,2719100.2,2932501.5,5.84,2202275,1.2314736083971365,1.2527629684953672,0.7232648428482733,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
